SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
145,203,2628.58974019,442.82050476,3121.79486944,5972.94872157,650.89742826,4268.46153853,603.71794101,6265.12820937,6409.74359433,478.20512022,1502.30768647,7438.84616059,8050.25641832,8165.00000827,219,166
225,50,7112.17949323,4226.28205122,6027.43590119,2580.89743236,5014.61538622,2179.61538024,5948.58974721,472.30768432,4396.41025669,3094.87179244,1226.53845515,5574.87179766,383.46153027,4581.41025711,228,171
74,9,1876.53845654,4591.92307762,6503.33333813,2453.71794490,291.41024801,8040.64103364,2290.38461122,6272.05128636,6554.35897923,6760.51282580,4909.23077062,6061.15384998,1235.25640387,8344.10257279,187,103
75,75,1731.41025106,5269.23077139,5028.58974526,6624.10256911,1963.07691822,6336.66667112,5991.53846523,87.82050400,1418.33332736,4175.25641012,1558.71794302,6184.74359385,149.10255542,4037.30769189,226,207
199,124,1070.12819839,8200.89744424,3862.05128122,95.64101682,5131.53846342,2678.20512487,6662.56410771,124.10255535,2331.02563700,751.53845411,8376.53847030,4090.12820478,6865.76923633,4927.94871941,2,150
195,114,6755.89744118,259.23076076,8169.87180314,1762.69230242,5436.28205379,6055.38461921,6379.61538914,2138.84614940,6367.56410708,3413.20512640,7850.12821278,5974.10256779,554.23076138,7916.28205907,25,130
124,152,1365.76922466,5178.84615580,7118.71795477,2014.61537989,4450.76923119,3938.20512751,2282.94871378,3521.28204976,158.84614516,6332.05128643,132.30768363,293.97435057,5278.97436113,1424.87178890,42,18
136,172,1924.99999507,5315.89743812,946.66665965,4288.71794879,1376.66666056,5546.28205400,5950.51282413,4276.79487187,5848.97436238,3198.97435675,5779.23077250,149.10255542,1659.74358426,7519.87180182,53,222
173,68,5847.17949059,4974.48718102,1878.84614885,4104.87179460,7713.20513557,1486.28204545,1801.53845633,2604.74358627,1046.66665986,8043.33334140,4238.20512821,3092.05127962,3421.15384442,1787.94871274,140,25
166,47,425.89742777,8082.56411070,1019.87178807,2976.92307422,2289.35897019,1780.12819992,2822.05127900,6768.58974894,6018.97436273,6193.20513231,4071.41025607,3302.94871594,8238.07693156,5452.69231027,108,244
243,169,1557.43589174,5087.82051463,5247.69230978,7016.15385199,406.41024828,4760.51282163,3363.46153659,1868.71794365,1922.82050789,1552.43589174,6325.89744028,977.69230075,8112.82052102,3204.99999778,22,98
201,244,6962.69231346,4237.17948718,238.20511973,730.25640283,7737.30769968,6216.66667084,2140.64102120,4128.84615357,6340.25641471,6957.69231339,7028.71795463,2691.02563769,5368.71795108,4546.79487242,156,39
165,59,8389.35898312,829.99999278,8252.05129053,521.15383824,1962.56409770,3046.79486923,3837.43589654,5759.48718269,4121.66666639,7431.79487854,4835.00000125,6973.46154423,792.05127476,1107.94871128,184,65
106,115,3346.15384421,1516.02563526,1011.15383928,1732.94871260,8211.15385457,1527.82050706,7451.15385297,417.94870982,4977.82051435,7239.23077556,8062.43590550,6182.30769641,2712.56409930,2988.58974095,253,212
84,218,326.15383782,2341.53845751,2405.12820124,6772.56410792,4614.61538538,4478.71794921,2498.33332965,4452.56410298,2998.46153582,4894.23077062,7840.38462296,2412.82050893,1483.07691724,3127.17948482,141,15
232,127,2867.82050991,2495.51281683,8401.41026517,741.66665924,2112.30768779,981.79486485,1088.33332667,5190.25641228,6259.23077347,262.69229929,3422.82051109,2976.28204858,2542.05127844,166.28204267,121,171
