SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
76,225,4536.28205191,7130.12821125,6883.07692864,323.07691474,204.48717094,7819.61539219,2267.05127789,4933.84615531,7123.46154458,5575.76923355,6485.12820986,5600.64102849,2878.46153555,5428.97436148,131,31
198,100,2835.76922779,1343.97435279,7469.23077604,3038.33333077,7475.64103245,3548.20512675,5040.89743757,6466.92308165,1290.64101939,6070.76923459,1986.66666188,6445.64103030,8247.94872643,7946.92308478,56,24
172,209,1087.05127538,6713.58974881,4797.82051401,7643.33334049,5016.66666827,6559.87179974,7837.69231527,2990.51281788,1921.02563610,389.74358155,2266.66666250,7754.87180231,7497.82051970,1457.05127615,170,17
247,94,5660.00000299,5601.66666952,7650.89744313,7833.58975117,4141.79487159,6220.38461956,6940.38462109,8179.48718783,1067.69230096,7883.33334105,742.43589000,5980.76923446,6079.35897825,7248.07692940,156,72
0,133,2183.71794434,910.25640317,4517.17948774,3202.94871573,1779.35896915,7698.20513551,1823.33332820,1916.79486687,1750.89743062,4840.51282177,2583.07691954,8024.61539261,6648.46154354,1917.30768738,79,72
59,139,1851.66666160,7790.25641776,4880.51282184,2887.05127914,7109.61539066,4421.53846189,1056.53845480,8053.84616191,6769.35897971,3278.71794664,2333.20512418,443.20512015,4724.61538559,6750.64103093,87,188
246,226,4986.15384769,1353.97435286,1991.02563623,1879.23076423,7497.69231458,4929.23077069,5863.71795213,4178.58974345,2264.87179071,7315.12821159,645.51281287,8288.20513676,6768.07692843,5797.43590071,171,215
126,35,7786.28205879,8284.61539317,7519.10257106,6349.87179932,4191.79487166,1844.23076416,2032.94871323,6300.76923508,171.53845293,1712.69230235,6547.94872282,3686.28205010,300.25640192,7483.46154534,226,46
92,168,423.46153034,6720.51282573,640.76922313,5923.46154201,4541.92307755,5866.92308033,8018.33334133,4146.92307672,4075.64102530,2448.07691926,7932.94872574,7910.25641804,6197.43590154,5046.15384783,0,154
214,193,6307.94872233,4051.28205087,1642.94871246,4453.58974401,854.10255695,3710.38461428,1321.02563485,7607.43590453,3348.97435710,67.69229887,8201.41026475,6104.74359371,833.71794150,225.12819659,95,90
102,15,6756.66667195,1167.17948065,3472.30769064,4213.46153840,2939.23076646,8067.30770037,7793.97436648,7361.92308353,1159.74358322,7688.97436627,4186.79487166,5103.20513002,7322.82051936,943.97435196,253,98
38,168,7825.25641783,4074.87179453,1553.46153277,2539.35897075,1437.82050685,3655.76922952,5794.74359301,2750.64102245,1809.10255896,7771.92308436,7953.33334119,1481.15384032,2920.38461254,832.94871073,233,128
173,123,3591.41025502,3001.66666403,1006.53845466,747.56409513,6293.07692739,7813.97436655,5479.87179745,7873.58975124,1399.74358370,1527.94871219,2485.12820138,7001.15385199,6031.15384991,2637.30768891,62,145
117,254,1729.61537927,5073.20512995,2298.97435488,7142.30769843,4567.43589813,6120.12820909,4216.02564096,4238.97435898,6269.48718380,2384.10256015,2063.07691843,5158.97436092,1470.64101974,2412.94871406,14,194
141,124,4062.30769189,5409.48718192,3752.69230665,5528.97436169,4072.17948684,5886.53846502,1263.58973727,153.07691439,8362.69231638,7132.94872407,1294.87178862,7997.30770023,8243.84616233,7762.43590487,105,155
70,33,2296.02563686,2922.30768953,6229.48718366,5005.89743750,577.17947940,8193.46154680,7790.51282802,4349.10256431,3828.46153756,2469.99999625,2606.66666320,3237.82051067,6191.79487590,6069.87179870,150,155
91,70,7255.76923717,8148.46154673,3184.87179265,3578.46153708,1118.20512161,4017.17948670,6850.00000549,1356.41025030,6457.30769697,7599.35898145,1713.20512286,4398.97435933,1851.66666160,1988.71794393,49,248
215,198,4850.00000125,5668.46154145,5221.79487388,5235.76923286,8089.48718762,4223.33333327,3877.43589668,5371.92307929,5473.71795129,5557.30769509,1322.05127587,4781.41025753,2239.87179064,2160.38461094,246,96
127,137,272.94870954,1916.92307199,4540.25641089,2798.20512515,469.61537663,6376.15385067,5767.56410576,7296.53846800,117.17947843,2783.71794559,1952.56409770,5095.76923258,5236.02564311,8135.51282872,131,48
31,189,3845.51281968,3762.30769127,453.71794066,5815.25641360,7825.00000758,801.15383886,7456.92308374,6931.79487750,8000.38462331,1127.05127545,3274.35897228,8162.30770058,1964.48717463,1882.56409756,169,176
23,169,7682.69231499,3658.20512696,939.74358273,2887.17948426,4871.53846286,1206.15383970,7979.61539254,4719.87179585,7347.17949372,1840.12820006,3000.76922813,1214.74358335,7050.12821104,3876.66666591,127,49
51,79,5501.53846418,763.84614648,4417.30769266,3272.69230561,7570.89744292,7914.87180266,3190.64102342,3883.20512744,827.43589021,8157.17949545,6705.38462060,479.48717150,2907.69230485,4584.61538531,3,23
62,88,3958.07692246,2611.79486832,8216.41026482,4829.23077049,4859.48718081,7060.25641624,911.92306984,552.56409472,1611.28204573,7960.38462324,641.15383851,6329.87179925,5235.89743799,7764.74359718,35,161
109,228,7184.48718568,1455.64101974,2820.51281746,5944.23077285,408.33332521,2334.74358572,2437.05127823,94.48717067,7327.94872448,7931.15385394,5402.69231013,6086.02564492,1752.56409729,7910.64103343,198,13
222,245,7512.69231458,3305.12820312,5718.84615698,7754.61539205,2137.17948274,1037.05127525,6258.46154270,3283.07692107,4378.07692336,8249.74359822,7794.23077674,5882.17949066,1471.66666076,5530.76923348,12,209
71,40,4245.76923077,1219.61537823,1690.51281510,7491.15385304,3391.15384435,5773.71795192,5327.17948948,527.30768446,5740.38461852,5799.23077250,7801.28205879,4582.05128275,1228.71794233,3800.76922980,230,206
104,132,6628.46154347,504.10255618,5535.89743861,7859.23077688,6091.92308082,3082.30768981,4093.20512786,3838.07692218,6450.25641492,4633.33333417,4982.05128358,4420.25641061,6207.94872212,278.46153006,207,183
236,91,2853.58974061,3373.84615197,1218.71794233,749.23076180,4013.84615336,4138.84615364,5236.15384824,359.99999173,2972.05127935,1458.46153256,4401.79487215,142.30768363,1249.35896804,4191.79487166,44,53
143,119,7389.61539129,7059.61539060,883.84614669,3009.35897172,8288.71795727,6101.66667056,3564.61538316,8136.66667487,4363.84615406,6703.07692829,327.82050449,6989.87180064,464.10255612,657.05127448,247,161
103,184,6274.87179918,4901.15384755,3535.51281899,5461.15384873,5559.10256689,397.17947905,7325.00000654,4546.28205191,386.92306873,1203.20512175,6423.84615844,2885.38461247,6096.41026031,1353.97435286,114,146
138,240,4789.61538573,6169.10256814,3381.02563922,5403.20513064,7259.61539101,7005.12821097,317.17947884,8120.76923897,3415.51281878,8332.69231631,2684.87179154,470.38460740,3756.66666563,7267.17949358,248,78
68,90,5947.56410618,5223.58974568,5582.69231055,3887.05128129,4512.05128261,4372.17948746,332.56409430,3301.53845953,6966.66667244,7208.33333959,3876.66666591,1389.48717345,5885.89743938,4593.97435967,20,119
188,29,1252.05127573,7611.41026350,4796.15384734,3676.15384498,8228.33334175,4928.07692454,3624.10256279,421.28204316,8390.38462414,6447.43590210,2893.07692023,605.76922306,889.87178779,5116.53846335,18,61
138,145,4860.64102697,6949.10256980,6646.41026149,7859.10257175,3390.89743409,7471.66667348,3311.53845953,6196.28205539,7711.02564833,3674.35897311,2243.46153423,745.89742847,3397.17948538,1397.17948114,54,189
185,207,8210.51282892,2.82050386,4197.69230756,2288.71794455,4637.05128289,1301.02563478,3970.64102502,7526.92308388,2729.99999681,857.69230054,5489.87179752,6158.58974762,7291.66667313,7649.74359697,100,153
246,42,4118.33333306,6534.35897923,1155.38460886,4499.61538518,4403.33333368,232.17947871,8159.61539289,2535.89743229,861.15383900,7029.74359565,4.74358078,1616.79486624,538.33332549,410.76922264,39,60
21,236,1377.43589132,2595.38461191,4816.15384734,574.10255632,7597.69231478,7490.64103252,6730.38462067,889.87178779,2256.41025218,5593.58974644,6403.58974818,1347.30768620,7583.07693017,4262.17948718,199,67
188,56,4395.76923105,8041.02564909,6978.58974936,1815.51281537,5273.71795088,6224.48718366,5485.38461803,1906.79486687,5406.02564346,1122.56409597,8013.07693107,4689.61538552,2943.46153569,3246.66666452,154,202
255,150,4303.97435912,3276.02563894,1975.89743111,1176.53845501,7913.71795650,1504.10255827,2511.79486812,6420.64103023,7780.38462289,1612.82050727,917.82050574,3072.94871545,6960.51282628,6915.00000563,136,5
182,21,8063.46154653,7687.05128935,7990.64103357,5686.02564409,7114.35898041,7681.79487909,7038.20513412,3789.99999903,1659.74358426,2305.51281642,4833.46153972,3.33332437,630.12819749,1393.46153242,244,105
8,4,1529.48717372,1801.41025120,1326.66666049,8319.10257272,5843.20513161,511.02563311,298.84614551,5730.76923390,6074.35897825,339.35896609,6428.33333792,5371.53846390,6086.28205518,6043.20513203,223,247
234,180,5618.97436190,5643.84615677,2563.97435543,7524.61539157,5042.17948885,5651.92307991,3462.69230603,3327.05128011,3244.99999785,8044.61539268,2418.46153457,343.07691481,2866.02563811,735.25640283,111,129
86,63,2361.02563700,7931.41026420,776.79486443,5457.56410514,7784.48718700,6796.15385158,1772.43589223,6189.61538872,4113.84615357,7756.66667411,5869.61538802,4730.89743694,5022.17948885,5020.00000160,15,45
97,36,5981.79487548,7243.97436530,54.10255521,2271.28204712,2005.25640554,1099.87178820,7052.43590335,1451.41025051,1486.02563519,7344.74359628,5811.02564436,5407.05128449,479.35896637,343.97435071,62,10
64,106,2901.02563818,8162.43590571,4808.58974477,5938.33333688,2821.15384310,6799.23077465,7093.71795477,776.28204392,5410.25641269,4215.64102558,2318.84614975,8300.12821368,223.84614530,3385.76922897,107,198
197,96,6533.20513307,3424.10256237,4573.33333403,6853.71795421,4817.69230888,3389.99999820,5331.66666896,7218.71795498,2052.94871330,7226.28205761,3368.07692120,4055.76923036,2653.46153506,3661.02563978,238,236
138,69,4600.51282128,7597.56410966,337.94870968,8311.02564965,5063.20512995,8160.51282879,8091.66667480,6439.48718415,6030.38461914,1386.79486575,668.58973602,4808.97436016,5408.20513064,1335.76922459,252,144
197,62,8280.76923932,7387.82051950,4083.33333299,8336.41026510,2703.71794546,4568.46153916,1180.51281398,239.61537614,4466.66666716,2354.23076520,2099.61538003,4160.64102544,3361.79486992,7516.53846849,221,38
1,206,944.10255709,7703.71795602,1351.79486568,6826.66667216,6642.69231277,5752.17949038,4637.30769315,7606.28205837,3269.35897228,3304.48717748,5526.41025912,3291.79486978,1468.33332743,7234.35898069,232,187
50,198,7152.43590355,2314.48717539,1862.30768724,3401.53845974,1854.48717442,993.33332646,3474.23076757,3653.84615260,357.05127379,2040.76922612,3387.94871615,8230.76923918,6939.35898006,7889.74359746,32,115
224,241,2666.53845821,4191.79487166,4642.69230853,5867.69231110,2983.07692037,3026.66666410,2333.20512418,7644.48718665,6817.69231312,1819.87178973,2961.41025370,489.87178688,6603.46154347,7880.12821285,205,10
113,36,681.53845397,1139.99999340,4262.82051282,6334.48718394,5520.38461810,6833.71795421,3648.58974234,4281.66666674,1236.79486541,3317.30769037,8175.64103398,656.79486422,3433.84615211,2645.12820173,24,186
125,253,6430.12820972,455.76922271,2846.92307394,5157.56410451,1037.69230089,6743.46154375,5473.46154104,5836.79487513,2214.10255980,7976.92308485,7115.25641631,3071.41025391,7297.05128852,7426.66667341,187,171
228,47,7076.79487777,4481.66666716,2157.56409812,5652.05128504,5151.02564291,3959.87179425,3264.35897228,5286.41025864,4673.71794963,1374.87178876,2934.48717671,92.17947836,2605.51281704,6070.64102947,45,15
226,107,5050.25641193,5568.84615663,7514.35898124,2735.64102245,735.38460795,4500.76923133,3444.10256237,7180.00000619,3966.15384553,7340.00000654,2803.71794566,1218.33332694,921.79486478,6731.79487708,196,177
204,36,2139.61538017,4064.10256369,8132.05129025,8048.46154653,5334.61538691,7483.84616073,2844.23076625,5815.38461872,2139.61538017,2502.17948350,6728.20513349,7579.10257112,5062.56410431,1004.35896748,141,255
