SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
191,120,6859.23077472,6146.92308096,6769.35897971,3918.71794803,4976.15384769,1544.35896866,939.23076222,4906.66666806,6270.76923508,5106.53846335,2829.99999702,4848.33333459,1649.74358426,698.20512070,147,50
52,221,1144.23076263,2274.87179071,6201.02564513,1597.30768668,2209.23076493,7237.05128838,2730.25640706,1829.48717435,7310.51282698,883.07691592,2708.84615058,5228.71795081,1832.30768717,285.76922237,86,124
78,181,7195.00000626,3097.94871552,708.58973609,5008.71795032,4955.12820659,4533.33333396,4932.43589890,1058.46153173,4895.76923216,200.76922223,5563.20513099,6229.87179904,2984.23076652,3169.35897207,57,98
253,28,7480.25641707,5802.05128532,943.46153145,3315.64102370,4490.64102613,1393.46153242,1654.10255862,8203.20513655,2373.71794476,842.17947996,289.10255570,4421.53846189,6101.02564492,2588.97435543,169,216
28,25,3553.58974213,6753.58974887,4511.15384671,8113.97436718,3437.82051109,1165.51281398,7921.02564881,4500.89743646,1252.69230137,1113.46153179,7620.12821229,4775.64102676,971.41024947,6063.20513203,19,21
82,84,6030.51282427,5208.07692510,153.46152978,4693.58974457,3037.43589487,8337.05129074,5939.74359329,4668.58974450,690.64101814,2988.46153582,6564.48718442,3475.25640859,5176.41025836,7521.41026336,32,97
67,252,1336.53845536,7893.07693079,4020.12820465,1383.20512216,297.30768397,562.05127427,2855.25640727,5705.00000306,3195.89743368,1031.66665986,5412.69231013,1052.17948044,6963.58974936,1623.20512265,12,31
20,25,5789.48718276,652.05127441,4006.28205080,5256.79487395,2565.12820159,893.46153138,4332.82051303,6499.74359454,2608.20512473,3403.84615204,1.41024745,6521.92308172,1826.02563589,8308.46154708,4,115
250,180,5828.84615719,5731.53846467,7971.02564888,2151.66666222,7817.82052040,6321.66667105,7290.64103211,615.38460768,1426.92307095,1051.02563429,7428.71795546,6364.35897881,985.25640338,2696.02563776,118,145
126,184,64.35896547,5188.20513022,1138.20512161,1498.97435314,2646.41025301,7358.46154507,6126.92308089,1741.15384088,2605.38461191,473.33332535,3944.23076861,254.61537614,4575.89743660,2717.69230443,61,62
234,140,3528.07692155,1318.33332715,5811.41025975,3821.66666577,5583.20513106,7094.23077528,2985.25640755,4550.12820576,3422.82051109,7974.23077709,2421.41025252,3257.56410048,6265.64102988,301.66665833,248,179
20,196,4561.66666730,5953.20513182,3877.43589668,2547.30768870,4046.66666625,1376.79486568,5964.10256772,5124.48718137,6716.41026163,3950.38461476,1635.51281496,4918.07692447,2301.28204719,4361.66666688,207,196
88,183,589.35896658,6847.56410806,6711.02564624,7889.10257182,6832.82051831,5101.53846335,229.10255556,4082.69230735,6692.17949233,3682.30769113,5238.07692517,2463.46153471,7705.51282781,660.12819756,92,152
160,236,4631.53846238,5504.35897700,3913.33333264,4057.56410215,6595.89744083,5007.17948878,6678.58974874,5692.30769537,317.43588910,4463.33333375,6613.71795372,7016.92308276,2077.05127747,6259.35897860,24,101
139,246,3389.87179307,5494.48718213,3631.79487048,4168.84615371,567.05127427,4497.17948774,5319.48718178,5442.17948968,3367.43589556,877.69230054,4465.51282100,7228.97436530,4613.97435974,8294.48718804,5,147
