SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
233,83,5669.10256709,115.89742715,1005.76922389,5753.20513141,4824.48718067,2141.66666222,5193.58974561,5991.53846523,1510.38460962,1106.15383949,6760.25641554,2317.94871385,1529.48717372,3424.23076750,101,197
160,196,2108.07691856,134.61537593,2575.64102210,6572.56410750,5547.56410535,5961.66667028,6572.56410750,7557.05128907,604.23076152,1113.07691641,7395.12821180,1263.07691676,2280.38461122,7848.71795637,199,115
30,126,5659.74359274,2516.79486812,5438.07692558,3371.53845967,578.20512043,6597.94872296,8152.94872622,3635.64102432,2115.25640574,3358.97435710,1242.69230130,650.12819749,1467.05127615,7688.46154576,122,136
185,131,1270.51281419,2449.48717567,7804.48718700,109.74358099,4495.64102613,6940.64103134,3043.46153589,623.71794108,3071.66666417,4853.20512946,2343.84614982,2783.33333021,8374.10257286,7704.23077653,4,153
81,239,2731.02563783,4149.35897415,6256.15385040,343.07691481,5537.05128477,5876.02564450,2608.07691961,797.05127476,1893.20512321,1835.51281537,2415.12820124,7307.94872441,1087.56409590,1694.23076381,87,229
230,51,1639.74358419,2090.25640567,3437.69230596,7546.15385311,5883.33333681,1196.28204482,2411.79486791,4330.76923091,7288.46154493,4014.23076875,996.92307005,4604.35897513,6904.35897999,2794.35897131,129,108
2,121,5800.25641353,5335.25641255,1127.69230109,6840.51282601,1222.05127566,6414.10256869,4740.51282156,6762.43590279,4850.00000125,3854.74358891,1054.35896762,5515.89743861,5312.69230992,321.79486346,198,116
190,69,7216.79487805,1965.12820027,7883.71795643,8218.71795713,1034.10255730,5206.28205330,784.23076187,1556.41025072,2943.20512543,144.74358106,5701.41025947,4265.38461539,6623.46154347,3593.20512682,201,14
193,117,1563.58973790,6838.07692857,6772.69231305,569.10255632,5992.17949087,3534.48717796,6510.38462018,5167.94871990,3673.84615260,2720.38461212,3203.84615163,7672.82052005,97.69229887,6853.33333883,165,87
187,223,6796.53846696,684.61537705,6869.10256967,6857.82051831,497.30768439,5298.58974582,7782.30769982,5087.82051463,3320.12820319,6192.30769641,5671.66666966,8279.87180342,3457.17948552,4640.25641109,144,130
140,180,726.92306949,6708.33333855,1838.46153339,781.66665930,525.25640241,2053.33332868,1843.71794365,6928.33333904,1263.71794240,317.43588910,2078.07691849,3827.05128115,4935.38461685,4682.56410347,24,2
246,131,5670.12820812,6942.94872365,2221.53845723,4701.79487277,4843.58974484,4952.94871941,7388.71795539,6346.66667112,3740.12820402,102.69229894,2207.82050852,7980.76923869,5074.48718123,3002.17948454,178,174
112,93,2097.82050824,1546.79486610,6649.74359482,1393.71794268,1428.20512223,4623.84615461,2127.05127754,3912.30769162,6472.30769704,1768.33332806,775.38460802,2817.30768925,3746.15384512,4441.66666709,1,170
125,0,567.17947940,3009.61538198,6844.35897985,6157.30769634,3612.56410125,1479.74358391,7776.28205872,7268.71795511,6468.20513293,7159.87180106,712.56409506,6528.58974839,5893.07692656,2296.66666250,249,99
62,186,1988.97435418,6988.97436475,1069.61537788,780.76922341,5880.51282399,855.12819797,2797.43589438,7358.71795532,1361.28204517,5405.38461782,1177.05127552,592.56409485,3904.23076847,2755.64102245,48,112
60,242,2651.66666327,3050.89743333,4930.76923223,2053.07691843,148.97435029,390.12819693,3920.25640957,7199.23077549,5756.53846474,3284.61538260,3954.61538399,8374.74359850,6176.28205539,6791.15385151,20,243
184,18,963.71794177,4003.58974304,4333.97435919,5502.43590008,7659.48718672,2580.64102210,319.99999167,4400.25641061,3185.12820291,1594.35896873,145.76922209,374.87178668,3659.99999875,5670.64102863,16,4
73,151,3101.02563860,6448.58974825,4733.46153951,4647.82051366,7472.05128886,581.66665889,4175.38461525,1614.23076368,3280.76922869,1044.23076242,5612.69231061,1332.43589126,7373.97436558,2043.58973894,98,29
242,11,6683.58974874,973.20512126,3250.38461330,7759.48718693,5156.92307887,4814.35897554,3242.43589529,3417.05128032,3452.94871628,2853.97435599,145.51281183,1892.94871295,3624.10256279,8378.71795748,34,119
148,164,5009.61538622,845.25640303,1128.46153186,6384.48718401,5483.84615649,699.61537711,4030.38461490,32.94870906,6476.15385088,6035.38461914,218.58973505,2246.28204705,1624.35896880,6106.92308089,46,87
217,62,3335.76922883,891.53845445,3753.33333229,6023.33333709,6441.15385081,4764.23077035,2779.87179175,1022.17948037,7866.79487944,5205.25641228,3258.46153638,4614.74359051,3367.05128018,8032.82052082,89,68
44,82,4953.07692454,7737.30769968,2224.87179057,4621.41025718,5600.64102849,1683.97435356,4825.76923202,2964.48717678,653.46153082,6271.28205559,5481.92307957,2145.12820068,7665.25641749,2409.87179098,165,72
164,19,5572.69231048,3943.07692246,6460.38462004,4359.48717970,5127.30769419,2607.69230422,5804.23077250,3228.97435682,8255.00000848,3119.10256174,1941.66666181,5771.92308012,4040.89743548,7365.89744250,219,193
