SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
165,12,5000.00000160,1383.46153242,3949.61538399,7838.46154604,7866.79487944,5685.64102870,1756.66666139,2469.23076548,4648.20512904,6740.51282580,6214.61538879,984.35896741,7382.43590404,1609.48717393,161,0
11,49,3672.94871670,4758.84615489,1450.64101974,5100.00000181,6723.97436419,208.97435043,3141.28204892,5490.12820777,5450.76923334,3337.17948524,1798.97435377,804.23076194,5020.12820673,3776.53846057,18,255
245,22,7741.66667404,155.12819645,7689.48718679,6805.38462081,5817.69231103,2293.58973942,3691.02563985,2907.56409972,2150.76922633,7937.30770009,3126.66666431,2812.17948413,726.66665924,4223.58974352,6,178
173,227,4804.10256529,6756.15385144,4483.71794921,5482.69231034,937.69230068,6173.07692718,7350.25641679,7000.64103148,6498.07692781,4393.46153874,8343.84616254,3396.02563922,8089.35898249,4112.30769203,249,164
22,236,2036.53845689,6559.23077410,740.25640283,52.69229880,377.56409437,4143.84615364,6500.64103044,7598.46154555,38.46152957,710.12819763,8022.82052082,5133.33333521,1228.58973720,2702.43589417,55,251
51,79,1553.20512251,3190.12820291,1006.02563415,3028.20512564,7111.02564707,539.99999215,4097.05128171,4868.20512953,7251.02564735,1856.28204621,7078.07692906,396.41024828,5180.12820708,7003.07692892,188,95
104,13,6086.41026031,1924.87178994,7499.61539150,3383.84615204,7617.17949434,6950.25641596,4813.46153965,4277.94871802,2978.58974088,5844.35897777,3456.28204962,3136.92307456,5732.56410569,6402.30769690,167,221
142,214,2531.53845793,2351.28204726,5819.87179821,5899.10256758,6514.61538941,8296.02564958,3288.71794671,4676.28205219,5364.61538698,4275.38461546,8285.76923932,7020.64103148,1722.94871260,536.41024856,244,89
129,93,3501.92307533,146.02563234,976.41024947,3755.25640922,7526.92308388,5605.64102849,1792.43589223,4219.10256404,6274.10256841,2577.30768877,1354.48717338,6435.51282517,5010.76923237,5674.61538761,5,59
146,172,2526.66666299,6221.41026058,3156.15384386,440.38460733,6101.92308082,139.23076055,568.71794094,4589.61538531,824.74358252,477.43588945,5629.23077215,3367.43589556,476.02563304,5253.97436113,215,251
75,49,8103.20513634,283.84614544,3344.10256216,4032.69230721,1416.28204531,214.35896582,5562.56410535,5227.82051491,1868.33332826,5530.76923348,1714.74358440,7279.35898076,3519.23076771,881.66665951,240,240
205,149,25.25640130,6268.46154270,5994.48718317,2647.94871455,7270.89744229,2408.84614996,4943.58974505,5721.02564416,5325.76923307,4651.28205212,1963.20512334,4483.20512870,3634.87179356,7567.05128907,167,99
249,59,4801.15384734,5508.33333598,5130.64102752,8028.20513620,6459.74359440,2691.02563769,727.43589000,8126.41026461,5491.15384880,7536.66667362,483.71794073,2729.23076604,4661.66666757,491.53845355,53,82
