SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
150,150,2719.48717623,5665.12820812,5749.23077243,2521.41025273,6909.87180050,639.74358210,6797.05128748,3736.79487069,1061.28204455,4832.05128331,2493.97435523,2271.28204712,6823.71795414,4750.25641130,213,185
64,48,3867.30769148,965.38460844,7012.43590328,53.33332444,2561.41025287,1565.76922508,4407.94871830,3569.87179342,210.12819659,4521.92307748,2944.74358697,2890.76922792,3937.30769162,2958.33333063,223,170
88,194,5557.17948996,2007.43589271,1788.07691787,3189.61538240,3184.48717727,1107.17948051,2422.94871406,7449.35898110,5189.87179689,5129.10256598,4676.28205219,6065.25641408,693.46153096,2938.46153569,195,193
156,69,444.48717143,6543.71795359,6775.64103100,1855.64102057,5682.69231075,5946.92308054,3417.05128032,6651.66667174,6703.97436419,421.02563290,4127.69230742,6678.33333848,2368.58973963,681.79486422,209,23
154,246,3363.20512633,7342.30769884,179.10255549,5644.23077215,1162.82050629,4975.64102717,6731.28205657,1958.97435411,7138.20513432,6259.23077347,903.20512112,3865.89743507,750.76922334,7943.46154632,157,77
122,96,2387.05127809,286.02563262,5784.23077250,4413.58974394,1001.92307005,5196.92307894,6995.00000584,1871.41025141,339.74358148,6942.43590314,4465.76923126,3961.15384553,5078.07692482,8209.74359816,53,82
213,115,4788.46153958,2671.53845821,7538.97436593,2289.23076507,771.02563366,5841.02564436,6600.00000501,61.92306803,2766.53845842,4890.89743729,7095.76923682,4417.69230804,7526.53846849,5497.69231034,147,173
216,159,121.02563227,7900.51282823,3195.12820291,4363.84615406,5969.74359336,7974.48718734,6893.20513384,5076.28205302,1706.79486645,5773.97436217,2754.87179168,4930.64102710,6907.43590307,7193.71795498,32,20
83,190,7374.74359635,3993.33333278,2441.02563721,1166.66666014,7008.58974943,4502.69230825,7127.69231381,2782.05127893,6577.82051776,7029.23077514,1718.71794337,255.12819665,8134.87180308,1523.20512244,46,246
242,238,4440.64102606,1665.64102016,7315.12821159,1110.89742923,2890.76922792,1068.07691634,3082.05127955,79.10255528,3501.28204969,5110.00000181,2564.35897082,6363.71795317,885.38460823,6716.02564624,155,231
14,217,6237.05128629,7058.58974957,1908.46153353,5553.07692586,7055.25641617,4939.23077069,2997.56409993,4819.74359093,3736.41025530,3945.25640963,3502.82051123,2714.10256084,2417.30768842,5775.12820833,211,72
170,241,7936.66667445,4078.58974325,7018.71795456,7720.51282788,7949.35898221,2491.02563728,4526.15384671,5068.33333507,5686.28205434,175.89742728,246.15383768,1223.33332694,292.56409416,1048.84614704,160,233
