SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
99,128,520.38460747,7797.69231520,799.99999271,860.89742874,3690.89743472,6254.48718373,7317.94872441,1599.10255848,683.07691551,1646.92307144,1831.92307178,5618.07692600,6675.12821027,5415.89743840,35,10
104,69,7160.89744209,5831.66667001,5587.82051567,4948.07692454,6941.02564673,576.79486402,7289.87180134,1531.66666090,4134.35897408,5442.94872045,7750.64103308,2767.17948406,2568.71794518,12.94870899,49,152
57,226,5422.69231020,6785.12821048,6562.82051769,2629.87179147,3259.10256202,8374.87180363,6085.89743979,2491.02563728,2152.43589299,2669.99999667,3079.61538212,5786.41025968,4975.76923230,5767.43590064,52,23
66,224,4295.76923084,32.82050393,3680.89743472,2548.20512460,5783.71795199,2765.51281739,4948.71795018,6340.51282496,7950.89744375,5775.00000320,6011.66667042,2714.87179161,7091.28205733,4160.38461518,58,15
99,156,1216.02563464,5180.00000195,6202.17949128,6397.30769683,2824.48717650,4030.12820465,1200.51281405,1003.71794184,2974.48717678,200.89742735,868.71794156,4959.10256564,6390.76923529,6282.69231200,78,93
161,14,7838.84616142,5507.43590008,3138.71794636,1100.76922410,3970.89743528,7910.64103343,8018.46154646,5662.56410556,3415.76922904,6525.00000480,4110.76923050,6849.10256960,8309.10257272,4496.15384664,201,38
99,55,3199.74358752,8206.53846995,3213.71794650,5959.23077285,7869.23077688,2935.64102287,2686.53845821,7204.61539087,4570.38461608,6570.00000494,3208.46153624,6370.76923529,5387.30769474,2238.46153423,104,212
254,179,1810.64102050,3385.38461358,2135.12820068,1225.25640387,3157.82051053,146.28204260,6521.53846634,3083.58974109,2099.23076465,6998.20513405,6258.84615809,5796.92308019,5060.89743764,4740.00000105,119,129
169,182,5134.10256598,4277.94871802,2509.10256042,1153.33332681,2410.89743201,1401.02563498,7306.28205775,6440.25641492,1249.23076291,5362.17948955,5668.71795171,4324.61538476,2086.92307234,72.82050400,218,48
182,157,5018.58974519,1880.64102064,2176.15384178,2361.02563700,2717.82050956,5366.15384852,435.51281246,1294.99999375,5299.74359197,8101.66667480,4147.30769210,682.82050525,2290.51281635,3416.41025468,231,34
45,34,325.38460705,7550.12821215,8314.87180349,6667.56410771,7857.56411021,3679.48717831,7547.56410952,5800.25641353,4208.33333327,6610.12821014,4806.92307811,5703.97436204,4201.66666660,2438.20512439,87,186
50,166,3523.84615232,2273.58973942,4785.00000112,6127.17949114,1295.25640401,389.87178668,2025.64102092,8332.82052144,6420.00000459,2164.87179043,3141.28204892,4403.07692343,5460.25641283,2837.56409958,178,252
14,215,7949.35898221,4910.12820652,566.02563325,8316.53847016,3858.07692225,53.07691419,6947.82051852,5694.61538768,7247.05128838,3694.61538344,3690.76922959,3172.94871566,4967.43589897,3097.30768988,245,76
159,251,8225.25641867,6353.20513266,3542.05128053,3870.25640943,2220.64102134,4844.74359100,3952.82051220,5221.92307901,1466.92307102,4789.74359086,5720.64102877,7902.17949490,412.17947905,5333.07692537,195,143
207,80,6131.15385012,7639.61539178,5551.02564381,6320.76923515,2836.92307394,383.84614565,3474.10256244,5617.17949010,5195.38461740,7450.38462220,854.10255695,994.10255723,4508.97435953,5093.46154027,187,86
60,228,586.92306914,7623.20513537,3612.56410125,7563.20513523,2155.12820068,4280.38461546,5543.58974630,3674.61538337,1415.12819916,3905.38461462,6101.53846543,881.28204413,5377.17948955,4870.25641158,190,78
136,157,4709.48718046,2376.66666271,4000.51281996,3687.05128087,5427.30769481,6140.00000403,3091.79486937,3324.35897242,2114.23076472,6043.71795254,1587.30768668,7765.51282795,4946.41025787,1081.28204455,167,161
246,98,637.56409492,3662.82051157,3187.69230547,979.61537767,7550.25641728,113.07691433,7681.28205858,7053.46154437,7786.02564853,3255.76922869,1168.20512168,3354.99999813,3251.92307484,2609.99999653,78,23
62,5,5455.25641283,4138.20512800,1945.12820027,3745.38461435,7146.41026253,2961.79486909,224.48717094,2663.58974026,4223.84615378,5361.41025878,7801.92308443,3010.25640762,2595.51281704,1946.28204642,103,196
125,55,7559.10257112,6655.89744097,72.30768349,6962.30769808,5610.38461824,377.56409437,5104.61538643,4368.84615413,6971.28205705,4557.82051345,5892.69231117,4186.02564089,2214.10255980,724.10255667,136,113
97,12,1449.74358384,1931.66666174,6853.46154395,4700.25641123,1208.33332687,3737.17948607,6961.15385193,7953.33334119,5128.46154034,4543.97435960,5415.51282302,7322.43590397,4470.38461587,5350.76923314,28,84
144,14,5035.64102731,6068.58974742,3084.99999750,3303.20512619,7048.46154437,7248.58974992,6477.82051755,7791.66667418,3813.46153756,2086.15384157,1622.05127650,1885.51281551,30.12819617,4377.69230797,195,251
131,4,2610.89743243,3024.10256154,4224.48717942,630.12819749,1853.20512314,3428.84615211,5673.07692607,7803.71795623,7030.00000591,6230.25641443,5154.10256605,4047.43589702,1063.97435224,6412.43590203,243,27
190,27,7253.84616024,2338.71794469,677.56409499,1521.79486603,7875.76923842,4260.51282052,3561.66666521,4582.94871865,804.87178758,211.92306838,4052.56410215,3872.17948635,7199.74359600,6142.30769634,54,127
15,0,1180.76922424,8163.07693135,3498.97435738,497.17947926,7936.41026420,6231.41026058,8214.35898277,826.79486457,2484.99999625,5440.89743840,4624.48718026,1106.15383949,7292.30769877,5476.79487437,217,201
145,28,7756.66667411,4370.51282079,6427.56410715,3346.02563908,8244.23077771,4284.48717956,7838.84616142,7573.07693010,780.89742854,6337.05128650,2751.79486860,3278.97435689,1271.28204496,2828.97435599,99,33
