SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
240,19,6948.58974929,5498.58974623,7361.02564763,2612.05127858,4501.15384671,1521.92307116,4941.92307839,2827.17948420,4189.48717935,2953.20512543,7332.82051936,3292.17948517,8114.35898256,6463.07692774,234,160
219,209,4963.84615538,1765.89743062,5265.38461754,1811.15384102,8195.51282886,3094.48717706,5710.89743903,596.79486409,7774.10257154,6625.64103065,4525.00000056,5484.61538726,89.87178605,3032.69230513,233,39
72,219,2532.56409895,3835.76922987,277.94870954,611.15383844,800.25640296,4320.38461553,1320.12819895,3239.74358759,2467.43589369,6097.43590133,648.97435133,592.82050511,2110.38461087,5778.84615712,84,77
207,222,2259.74358551,684.99999243,648.84614621,8387.94872671,1815.64102050,1118.71794212,4444.87179529,3929.10256341,2490.76922702,2066.28204663,181.15383754,4126.28205101,7364.35898096,3288.84615183,248,7
228,197,7118.07692913,5490.38461803,5800.89743917,3139.10256174,2020.64102092,3303.71794671,3657.17948593,4860.51282184,931.15383914,4406.41025676,6557.56410743,3374.35897249,7461.66667348,8188.07693142,9,135
109,95,5534.10256682,5765.64102884,4008.58974311,11.66665771,1931.66666174,7262.82051922,1525.51281475,5436.79487430,4254.87179488,1793.46153325,1450.38460948,5359.87179724,5780.12820840,2883.71794580,30,184
53,76,7315.76923724,5678.20513127,5021.02564263,1556.79486610,6710.64103086,2832.43589445,2642.69230429,2143.58973915,1727.17948183,6346.41026086,527.82050497,7318.07692954,3285.25640825,7231.92308325,239,72
191,2,4746.79487284,5219.87179696,431.02563297,5407.82051526,4914.48718088,1324.35896818,289.23076083,3478.58974193,4035.51282003,7981.92308485,7200.25641651,1424.87178890,8008.20513620,6586.15385109,107,58
190,242,4907.30769370,7652.94872518,6267.56410681,548.46153061,7952.05128991,6787.05128741,7190.64103190,2001.41025162,2967.17948447,331.92306866,35.51281162,413.97435085,2614.61538114,5344.35897666,207,229
150,61,8386.41026517,2622.69230422,6880.89744146,1026.28204448,8126.53846974,8015.12821312,3988.20512765,1403.71794268,7308.71795518,4573.58974429,7264.74359614,1631.53845598,1427.56409659,6282.69231200,175,73
2,208,1709.23076388,3018.58974095,574.61537684,8351.66667536,4159.99999980,5636.92307985,5789.48718276,5925.25641380,6142.94872198,1205.12819867,3565.76922931,5652.30769530,7320.00000654,18.46152950,56,228
90,104,6996.02564687,5616.66666959,3978.07692252,1834.99999486,7636.53846870,4954.10256557,4726.53846258,6170.51282462,2269.48717532,5525.76923348,2129.99999549,8114.10257231,6795.25641568,5720.76923390,139,47
58,110,5653.20513120,7654.61539185,6146.02564506,5829.87179821,3741.53846050,5768.20513141,7189.10257036,5961.92308054,7708.71795602,7099.35898041,4961.41025794,466.02563304,2999.87179224,7582.17949427,139,128
154,228,5634.23077215,6000.76923446,7478.46154528,6598.71795372,3659.74358850,7154.74359586,3865.25640943,2624.23076576,3952.69230707,5493.46154111,183.71794011,5965.25641387,3986.79487124,367.69229950,50,207
230,156,1925.89743097,4984.61538615,1983.33332854,1290.76922452,2817.56409951,258.46152999,4701.41025739,20.51281155,2316.66666257,1798.33332813,3887.94871719,2004.74358502,6921.28205691,7088.07692906,122,40
213,216,6483.58974832,7352.30769891,7433.71795546,7383.46154507,8111.02564923,638.46153082,2054.74358509,2148.20512376,2478.71794497,6073.46154236,3431.92307519,3204.35897214,6913.20513384,1899.74358474,41,154
111,155,6913.97436461,4924.87179633,2502.94871427,7637.69231485,5756.28205448,3476.79487013,4405.89743625,829.48717226,1027.43589063,409.23076110,6132.43590140,5223.84615593,2048.71794407,6093.46154236,24,105
94,224,7797.56411007,1969.61537982,5510.38461803,6262.56410681,852.94871073,1388.46153242,6614.74359475,3002.82051018,4726.02564200,3995.64102509,5989.87179856,6245.00000424,6061.53846536,4208.07692301,60,61
214,134,4785.51282163,1882.05127705,7908.46154618,2873.07692016,7988.07693100,4535.89743653,7362.82051943,8010.51282851,5654.61538761,8319.23077785,313.84614551,5255.12820729,578.84614607,1486.92307109,119,231
82,3,2753.97435578,6073.33333723,831.92306970,1339.99999382,2883.07692016,6890.64103120,8282.69231624,6036.92308068,526.66665882,3921.92307623,5590.00000285,4644.35897520,5499.61538726,5531.92307964,155,71
109,108,602.69229998,3753.84615281,2585.89743236,3641.15384484,6600.00000501,78.71793990,1534.48717372,3723.71794761,3785.76922980,3075.51281802,8356.02564972,7773.20513564,7566.66667369,4573.07692378,119,8
52,183,3938.58974297,7625.38462255,7059.87180085,3368.97435710,5096.02564284,3765.51281947,4452.82051324,3701.92307575,1063.71794198,112.69229894,5195.64102766,6164.74359378,4900.76923216,2915.76922792,124,100
140,8,6794.23077465,7215.76923703,759.48717213,3935.76923008,1404.35896832,3450.38461372,398.97435085,5055.00000174,4474.35897485,6199.74359385,3725.89743479,4495.38461587,7162.30769850,1144.99999340,68,70
