SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
124,122,7378.46154507,5489.10256675,4879.61538594,3600.51281913,6585.51282545,5746.28205448,1517.69230193,3206.66666445,5427.05128456,7840.38462296,3.46152950,5941.53846516,1040.89742909,187.43588882,153,200
122,231,3483.33333174,8239.87180335,1643.97435349,3717.82051171,7380.00000661,3412.17948538,994.99999312,501.28204336,3453.97435731,498.58973567,176.15383754,4898.71795011,1941.92307206,7660.00000723,34,177
92,118,3797.43589647,2620.38461191,2048.20512355,2004.48717477,8091.92308506,5161.66666862,6640.76923585,6334.87179932,3520.76922924,1711.41025106,3125.12820277,1217.43589105,4337.17948739,1163.20512168,60,167
108,11,7160.25641644,2469.87179112,8222.94872636,5668.84615684,4995.76923237,5792.56410583,631.79486416,611.41024870,6919.74359538,6910.00000563,8194.10257244,636.15383851,5032.69230936,6505.64103044,184,113
73,96,7526.15385311,5806.02564430,7725.76923814,8119.61539282,4211.79487173,3555.38461393,4800.25641144,5091.41025822,3946.15384553,2353.97435495,3984.35897381,6445.12820979,995.51281364,7112.05128810,1,212
87,102,5565.12820791,5178.46154041,4038.84615343,6344.23077368,5070.12820687,20.12819617,3949.74358912,5256.79487395,3173.33333104,4115.76923050,572.17947940,4409.35897471,7630.38462255,5821.66667001,248,199
114,117,4366.79487208,1604.23076361,6283.46154277,4836.92307818,3347.94871608,4238.84615385,6309.10256848,2812.82050977,3493.58974200,3003.71794608,7788.07693059,1086.41024974,605.76922306,7537.43590439,93,189
80,189,4671.79487270,4248.84615385,3635.64102432,579.48717171,3131.41025405,4665.38461629,1216.15383976,7241.15385248,603.07691537,8084.74359788,2977.43589473,491.41024842,1543.07691738,7882.30770002,92,47
171,248,3130.89743354,5772.17949038,4960.38461692,7887.05128977,6736.79487708,6687.05128720,8284.87180342,5248.58974568,7344.87180141,5268.97436113,7450.64103245,5943.97436259,8157.43590571,6496.53846627,70,64
156,20,6218.20513238,7554.48718651,3293.46153645,6273.71795303,100.64101689,2441.53845772,3673.46153721,5701.53846460,8070.12821319,4658.84615468,7227.17949351,7696.79487909,5651.15384915,6224.48718366,1,220
69,142,3766.92307588,729.48717206,7199.35898062,8321.28205990,5960.64102926,7746.79487923,489.74358176,5874.23077264,3677.69230651,1689.61537920,5618.84615677,7118.97436502,4276.28205136,1046.79486499,154,101
250,231,7936.28205907,6356.92308137,2487.94871420,6008.71795247,4613.84615461,4680.64102655,85.12819631,5202.82051484,1897.82050782,1151.53845501,5484.23077188,3415.89743416,3550.25640880,1523.58973783,67,4
238,228,2119.23076472,7074.23077521,8064.35898242,6283.20513252,5268.07692523,3989.48717894,4278.84615392,6790.12821048,3705.76922959,5575.64102842,8028.46154646,6598.71795372,1704.74358433,1716.28204594,208,5
227,213,2647.82050942,7160.51282670,4707.30769328,1435.89742993,1067.30768557,2432.69230387,4217.05128199,1442.82050685,3425.38461365,4097.05128171,7041.02564694,6428.71795331,7029.48718540,6016.41026017,160,76
209,173,192.69229908,1250.25640394,2685.25640692,1944.10255924,1588.97435335,60.12819624,1605.12819950,2551.02563742,4622.43589820,5424.74359225,7476.28205810,1876.53845654,4552.69230832,7422.43590418,181,27
228,1,7688.07693038,856.66665951,6652.69231277,7269.23077563,8385.25641902,7333.46154500,2350.25640623,7498.20513509,3598.71794733,208.97435043,3358.84615197,7294.35898083,2590.64102210,3261.02563894,191,3
21,176,195.64101703,4356.28205149,6562.56410743,586.92306914,5989.35897805,4245.89743590,6944.74359545,6232.56410674,5793.84615712,5844.23077264,6553.97436384,348.46153020,1994.35896957,4206.66666660,173,130
3,98,2515.64102196,2604.10256063,4831.02564228,467.82050483,7007.94872379,4651.92307776,1738.58973824,8014.35898235,5559.61538740,8238.33334181,7926.53846932,831.53845432,6985.12821090,2426.15384227,61,148
108,196,4263.07692308,5901.79487527,7606.15385325,5962.82051644,283.71794031,3223.07692093,2389.61538066,3223.58974144,2223.33332903,7607.17949427,8300.38462394,6711.28205650,1445.89742999,2520.76922709,135,98
186,242,1079.10255737,6684.10256925,6707.82051804,6572.94872289,1673.71794323,3553.97435752,6779.74359510,6130.00000396,223.97435043,2610.76922730,879.87178772,5788.97436224,7553.84616087,5699.87179793,126,58
62,200,2421.02563714,7578.33334036,236.15383768,6826.28205671,5017.56410417,6757.94872323,5731.53846467,4949.74359121,2759.74358662,4457.56410298,4317.05128219,6744.87180016,1793.46153325,4241.53846154,83,63
90,169,7910.00000779,5383.07692551,2096.79486721,4807.05128324,5134.23077111,5581.41025926,3544.87179342,476.41024842,181.79486318,766.02563366,471.41024842,3148.33333097,4346.41025662,671.92306935,135,62
254,241,407.69229957,719.35896686,117.56409381,3433.84615211,4711.28205226,6627.43590244,2016.66666195,3001.41025377,124.48717074,1013.97435210,3054.74358725,6972.69231346,624.23076159,1512.94871219,235,99
230,213,3448.84615218,2111.02563651,2279.10255994,6913.33333897,7912.82052061,5972.56410618,1273.84614753,3056.53845904,2851.92307394,4488.20512870,54.10255521,2081.66666208,2981.92307422,2532.05127844,38,148
43,63,1363.84614774,4870.00000132,2404.87179098,8253.84616233,5008.97436058,4288.07692315,1376.41025030,6566.66667160,7866.53846919,1246.66666028,4658.20512904,4784.87179599,4514.35897492,3784.74358877,246,18
178,217,5196.15384817,1530.76922501,2167.56409819,250.51281204,7106.41026246,4343.84615406,6301.79487618,5577.43590022,2578.71794518,7465.38462220,4546.66666730,5402.56410500,7083.58974957,6628.46154347,137,216
18,205,7257.05128845,7184.10257029,4617.69230846,7377.56410917,7893.71795643,2389.23076527,3278.46153638,3993.71794817,6237.56410681,2503.71794504,3883.71794796,5394.87179731,5003.33333494,7650.51282774,8,5
253,90,4664.23077014,4856.92307818,4246.66666667,2355.25640623,3986.28205073,1993.33332854,3545.76922931,5657.94872094,5754.87179807,5217.43589945,4074.87179453,3218.07692093,2458.84615003,7864.23077688,224,252
92,72,87.30768349,2290.38461122,7108.20513425,3838.33333243,4737.43589848,251.92306845,7142.82051894,141.53845286,2812.69230464,509.61537670,7587.05128914,3044.74358718,1263.58973727,4234.23076923,101,11
30,121,3716.66666556,3135.38461303,2516.53845786,1892.56409756,2627.56409916,2374.99999604,3831.53846064,1198.71794226,5957.56410618,4755.89743694,5745.25641346,3786.79487083,4023.97435849,5399.87179731,162,40
189,89,164.48717087,3104.99999757,644.74358210,2517.30768863,6116.15385012,874.23076208,2943.84615107,3267.56410048,6986.53846731,474.61537663,8068.07693114,1029.35896755,527.05127420,7574.87180189,14,242
31,116,5863.58974700,3511.79487027,1238.58973720,4106.92307665,3569.74358829,2367.69230374,4396.41025669,4225.51282045,7239.48718581,7464.10257092,221.66665812,6936.41026211,5106.28205309,5816.28205462,115,33
38,165,169.10255549,5535.51282323,4568.71794942,243.46152999,4926.41025787,4054.48717907,6308.07692746,1214.61537823,2166.41025204,6578.20513314,2183.46153409,2446.15384234,5581.02564388,6094.23077313,32,67
