SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
35,221,5010.12820673,4903.84615524,6951.15385186,6078.07692697,4805.38461657,3291.92307491,6165.76923480,681.41024884,5172.17948913,257.17947871,2562.94871441,3018.07692044,1239.61537823,477.94870996,79,26
150,167,1162.69230116,5113.97436078,7450.12821187,7700.00000730,3062.05127955,8018.20513620,3000.12820249,5998.07692676,6625.25641526,7656.28205851,5652.17949017,6419.35897895,696.15383865,6185.00000410,51,91
218,65,8377.30770107,7809.10257161,3057.56410007,8013.58975158,3981.41025586,2878.07692016,1956.79486693,479.61537663,4306.02564117,7778.20513564,1492.43589160,4365.25641054,7372.56410917,3941.02564040,168,74
152,103,413.58973546,6737.94872323,7805.25641776,3275.76922869,2234.48717525,647.82050518,5447.17948968,5835.25641360,1318.07691690,1420.38460941,5176.28205323,8112.30770051,4122.69230742,2230.51281621,89,255
194,255,3916.92307623,5766.28205448,2596.15384268,1744.35896908,4416.15384651,2660.51281718,4917.43589883,1503.33332750,5157.30769426,4663.33333424,499.74358183,6908.97436461,6752.17949246,588.71794094,123,2
154,206,7664.10257133,2748.71794553,8367.94872664,737.30768488,2785.76922765,4818.97436016,3008.58974095,1931.41025148,811.28204399,3937.05128136,1430.25640428,6323.33333771,7873.46154611,3358.46153659,25,240
132,164,2533.84615024,2363.46153450,1397.56409652,7038.07692899,730.12819770,712.30768481,7288.33333980,5585.38461824,1717.69230235,6743.46154375,1226.15383976,1130.38460879,8156.02564930,2579.48717595,22,71
116,87,4465.38461587,5368.58974596,6256.28205552,4857.56410389,6729.23077452,2733.46153527,2624.23076576,8196.53846988,1676.02563561,5162.43589939,2637.82050942,6918.97436461,6904.10256973,7095.51282656,45,109
49,244,751.41024898,4787.30769342,2079.10255952,4605.00000077,6332.82051720,8219.23077764,2462.82050907,5818.58974693,6343.97436343,2637.56409916,659.61537705,4781.28205240,6933.46154416,2855.64102273,209,179
86,158,7626.41026357,7315.12821159,1871.02563603,7187.82051908,995.51281364,2288.33332917,7950.00000786,607.05127434,526.02563318,7640.76923793,6024.87179863,2827.56409958,1046.28204448,5373.20513057,58,16
