SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
49,179,6641.02564610,6957.30769801,2654.99999660,798.58973630,5287.56410479,3816.92307602,1519.48717372,603.20512050,507.56409465,2064.74358509,5521.53846425,3918.71794803,3771.02563999,5856.66667008,28,85
227,254,6498.58974839,6264.10256835,4425.12820548,5595.89743875,2800.76922772,4699.74359072,7676.92308415,5181.66666862,4115.64102537,4866.41025773,2340.76922674,6939.23077493,2630.38461198,5039.74359142,24,123
97,72,5951.79487541,2304.61538052,2573.71794518,8161.02564930,5872.17949059,4648.46153930,5743.20513134,7645.64103280,764.74358238,6582.69231263,8108.07693128,8185.64103398,5649.23077222,4677.17948809,147,27
247,123,5399.74359218,6297.05128636,2732.56409937,1496.53845571,4009.74358926,4459.10256452,1240.51281412,998.71794184,4203.71794865,8044.61539268,4587.82051352,5605.64102849,7794.61539212,6572.05128699,242,10
186,16,1345.64101953,4571.41025711,1634.99999444,6380.25641478,6021.79487555,2003.58973887,7737.30769968,8133.07693128,7986.53846946,3174.35897207,5642.56410549,1888.46153346,3712.05128094,6186.15385026,216,167
184,106,6554.48718436,6212.43590161,1382.17948114,1230.38460900,8397.43590620,527.69229984,7996.53846946,3011.79486916,6761.53846689,3228.58974144,1579.10255848,7987.69231562,5728.97436211,1258.97435265,206,125
187,12,5646.41025940,1078.71794198,1534.48717372,7180.25641644,5149.74359162,6210.00000417,4614.87179564,4330.76923091,7796.28205879,6433.07692774,697.30768481,5417.05128456,2735.25640706,2147.94871351,125,248
49,117,3894.99999924,2637.56409916,1026.28204448,8097.82052095,8080.12821326,5285.12820736,4028.33333285,5248.97436106,6370.76923529,6816.92308235,3253.58974151,7694.35898166,7817.82052040,1917.56409763,223,137
217,22,993.20512133,1652.17948169,1916.66666174,3611.41025509,731.02563359,2736.15384296,3762.43589640,4498.97435953,7967.05128991,7088.33333931,3469.74358808,4616.79487256,6422.69231228,8310.25641888,67,50
229,59,7736.28205865,6543.58974846,7145.00000612,2075.51281593,4475.38461587,6217.69231187,3663.20512696,4224.61538455,6080.12820902,2843.84615086,5303.84615607,7455.51282733,6370.00000452,4871.15384748,216,57
209,97,4177.30769217,6411.53846613,4588.20512890,2283.46153430,390.89742770,5682.69231075,7477.56410938,5149.23077111,2021.79486707,7786.79487930,5131.79487367,8163.07693135,6845.38462088,4824.74359100,147,123
126,250,6662.05128713,2972.82051011,3341.92307498,7590.00000709,2297.94871385,4479.23076972,5551.53846432,1349.23076312,437.43588938,4799.87179606,2438.33332952,7734.35898173,5404.23077167,2941.66666389,191,243
101,6,1564.99999431,6722.30769752,3694.99999882,935.64101863,206.66665812,2268.33332917,2064.10255945,1993.20512341,7283.07692947,4477.30769280,3891.15384539,7123.58974971,493.20512029,2057.05127740,186,26
207,25,5636.15384908,170.76922216,6978.07692885,6307.05128643,5230.25641234,3987.56410201,8141.53846981,7580.00000702,5160.76923272,2858.46153555,4503.20512876,4048.84615343,6839.61539011,6800.51282594,205,175
63,27,727.30768488,3250.51281843,4246.15384616,5877.82051630,2046.92307227,6661.53846661,761.53845418,4321.28205142,199.99999146,1421.41025044,4753.33333438,3696.79487062,3988.20512765,3822.69230679,210,7
88,152,3491.41025482,424.35896623,1782.30768710,8233.97436739,3449.35897270,6807.43590286,6972.43590321,6591.02564596,6222.17949135,2669.87179154,7528.07693003,438.97435092,1227.94871156,3824.74358884,133,150
155,141,1201.79486534,7177.30769850,2103.71794421,702.17947968,882.69230054,8038.46154646,4202.94871788,1324.74358356,1755.38461011,6707.69231291,6351.28205573,4694.10256508,491.41024842,4433.84615427,194,20
238,220,6832.94872344,5697.82051588,159.74358106,2524.87179119,6051.79487562,6766.92308228,4345.76923098,6510.38462018,2400.38461150,4131.79487152,4491.41025690,3413.07692127,6213.71795289,6801.66667209,190,8
126,113,8190.00000834,7538.58975054,6531.41026128,3963.46153784,6243.58974783,443.58973553,7641.66667383,2148.97435453,6794.35897978,7648.33334056,44.23076034,5593.71795157,8168.20513648,33.20511931,42,160
120,247,1078.20512147,2312.43589334,6244.10256835,866.02563387,2468.71794497,5309.10256633,5156.28205323,4034.10256362,5936.66667021,5662.43590043,5358.58974596,2039.35896971,2468.84615010,1810.89743076,71,69
201,163,3011.66666403,6591.28205622,3281.41025433,7211.28205754,2606.02563756,2184.48717511,5988.46154215,6346.92308137,7820.51282809,8163.71795699,4873.33333466,7253.84616024,3073.33333084,5631.92307985,221,170
169,215,3401.28204948,4771.02564214,4153.46153826,2308.33332924,7132.05128817,4482.30769280,805.51281322,4643.71794956,5036.53846321,5892.82051630,5499.10256675,563.46153068,2974.74358704,1329.10255792,118,195
37,184,878.58973644,4103.33333306,5994.74359343,8360.76923946,5947.69231131,3635.76922945,1453.58973769,3558.58974213,6728.97436426,7510.51282740,5863.07692649,1362.30768620,8370.12821389,2657.82050942,116,174
145,4,1958.20512334,4359.48717970,8343.33334202,2018.20512348,7903.58975131,1457.56409666,323.71794038,4536.02564165,40.25640137,2503.58973991,879.35896721,6710.64103086,5616.41025933,7369.87180148,43,18
74,223,3557.82051137,4167.05128185,2595.38461191,5460.00000257,208.97435043,6502.69231249,6039.10256793,5966.02564464,3630.89743458,6593.46154340,7727.69231506,7063.20513418,3832.69230679,6957.69231339,176,158
195,126,2509.74358606,3977.05128150,5528.20513092,5472.56410514,5716.79487493,1946.92307206,2303.71794462,5038.46154013,5299.48718171,1908.33332840,6063.58974742,7265.76923717,7157.69231388,6439.74359440,122,51
213,170,2784.10256098,4954.61538608,1146.15383956,5669.74359274,7089.35898041,5384.74359218,8123.58975179,2413.71794483,6624.48718449,358.84614558,1531.53845577,8153.71795699,7478.84616066,5220.00000209,205,180
22,163,1654.10255862,2114.23076472,1707.17948183,4293.46153853,3405.89743409,7038.97436488,20.64101668,3430.76922904,4027.05128157,4870.12820645,4618.33333410,5424.35897686,2601.28204781,3433.84615211,234,22
134,107,4792.30769349,6597.43590244,3329.99999806,5530.12820784,5357.94872032,2675.76922744,3719.10256299,4990.00000160,392.69229950,7126.92308304,3425.89743416,1461.92307102,7577.94872497,4774.48718060,120,165
36,135,7880.12821285,1715.89743055,1541.15384039,2964.23076652,3484.35897276,4040.25640984,2327.05127796,4739.48718053,6195.89744000,237.05127358,3722.43589633,3716.15384505,4526.79487235,2263.20512397,97,92
