SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
115,194,2325.12820103,3047.43589487,7994.10257203,2452.82050900,1956.79486693,20.12819617,4093.33333299,5668.07692607,3379.87179300,1544.23076354,2060.38461073,5877.69231117,1682.17948176,267.69229929,2,225
37,174,6479.74359447,6078.84615774,4796.28205247,3941.28205066,6653.71795379,7165.89744209,1411.79486582,417.69229957,646.15383851,3845.51281968,2489.74358600,2208.71794441,3658.46153721,6939.48718519,34,20
25,116,5681.41025947,5204.23077125,2038.46153381,3907.30769162,5487.56410521,3664.99999875,1420.12819916,5051.53846321,5596.28205413,4778.46153958,58.33332444,3519.35897283,3502.43589584,603.33332562,50,164
101,238,5975.76923446,7357.17949378,4428.58974394,3190.89743368,6333.97436336,3039.35897179,1341.92307074,1921.92307199,6285.12820944,6614.10256911,3937.69230700,7050.38462129,2274.99999583,5034.61538629,39,33
222,192,5641.92307985,2384.10256015,5744.48718269,8369.61539337,7292.94872441,3177.69230540,2419.23076534,5087.69230950,4916.02564242,427.30768425,2309.48717539,7295.12821159,1551.28204559,2113.07691856,32,201
5,155,8144.48718776,3766.15384512,1685.64102022,3993.46153791,2898.71794587,552.30768446,1374.35896825,3014.74358711,3271.02563894,1053.20512147,7206.02564728,6693.71795386,1313.33332715,2614.35897089,82,255
234,146,3469.87179321,7078.46154444,3264.10256202,4810.12820631,3103.46153603,4071.66666632,5855.51282392,7937.05128984,7433.71795546,6968.20513398,3548.58974213,5735.25641339,7893.58975131,6242.43590168,81,210
78,108,1623.97435342,1801.02563582,4419.87179522,2007.43589271,3047.43589487,682.82050525,384.99999180,1800.12819992,4931.66666813,4584.35897506,3814.74358884,6057.17949101,1681.66666125,1688.71794330,14,37
190,53,5520.25641297,4165.25641005,3933.84615316,5097.05128386,5596.15384901,7316.15385262,4869.10256543,6228.46154263,1642.94871246,297.43588910,4868.58974491,8014.74359774,8198.20513655,3164.10256181,133,165
209,208,7249.48718581,6662.17949226,6099.87179877,1162.94871142,812.05127476,2962.05127935,4829.48718074,3591.02563964,301.53845320,3071.66666417,2109.35896985,1781.92307172,6474.61538934,7468.20513502,41,205
155,126,6796.92308235,8095.76923890,6267.56410681,7639.87180203,1743.97435370,7037.17949309,5114.48718130,954.48717254,6173.20513231,7008.84615969,4065.76923036,3928.33333264,6924.23077486,1866.66666160,18,20
129,33,7973.07693093,7437.17949392,5790.12820840,6526.53846634,6970.51282628,684.74358217,6087.43590133,7187.43590362,1374.74358363,631.53845390,6775.89744125,251.28204281,2479.87179112,3692.69230651,182,216
251,184,8130.12821333,6510.64103044,2.17947822,4633.71794956,5485.51282316,2862.05127914,2417.82050893,1578.07691745,560.64101786,5490.38461803,7892.43590515,6814.35897978,46.79486290,6716.28205650,31,30
133,195,1051.41024967,6121.53846550,2713.07691981,7350.64103218,2476.53845779,8251.66667515,8320.89744452,4952.17948864,6503.33333813,2979.61538191,1483.71794288,4164.10256390,1447.82050692,2880.38461247,163,187
139,196,1151.02563450,6792.56410792,1378.20512209,1697.30768689,8232.43590585,4635.00000084,521.41024849,5719.48718262,6221.79487597,4336.02564124,6177.30769641,602.30768460,126.02563227,2478.33332958,32,118
97,3,3054.61538212,6753.71795400,3748.71794768,3191.28204906,3017.05127941,1258.84614753,6835.51282601,6430.51282510,2809.23076618,1641.79486631,4534.23076986,7469.74359656,3295.25640825,1933.58973866,59,129
230,225,3179.48717720,6830.76923626,728.20512077,930.25640324,6485.89744063,1829.48717435,315.76922243,6927.69231339,1348.46153235,3037.94871538,1483.46153263,5362.56410493,1649.23076375,1193.20512175,139,110
240,57,1801.53845633,6918.97436461,4189.61538448,7296.79487826,4676.02564193,3609.23076784,2052.82050817,5052.43589911,1220.25640387,8206.92308533,6262.05128629,5027.17948885,6733.07692836,6197.56410667,252,135
220,26,7569.48718651,6244.10256835,3053.58974109,5226.15384824,1431.28204531,2086.53845696,7341.15385269,7197.43590369,2979.87179217,7923.58975138,7029.61539053,6319.10256848,4457.94871837,843.46153124,208,64
117,119,2755.89743270,7341.92308346,1732.30768696,2909.23076639,1574.35896866,6751.53846682,2656.53845814,2626.66666327,2655.51281711,4043.07692266,1735.64102029,1925.51281558,415.12819700,5912.69231124,227,233
202,50,6790.64103100,7781.02564853,3356.41025454,7265.64103204,7261.28205768,4539.61538524,8283.07693163,7683.20513551,5043.71795039,2839.23076625,8307.30770093,8158.97436725,3771.15384512,6893.97436461,247,74
221,17,5637.17949010,5704.10256716,6924.61539025,2997.05127941,1626.79486624,1616.41025086,3373.84615197,3479.35897276,3470.89743423,2112.82050831,8225.12821354,434.10255605,3687.17948600,6714.48718470,191,165
125,158,7294.74359621,3042.05127948,4266.15384616,5536.02564374,6366.15385060,5584.48718234,4560.64102627,7296.66667313,4904.61538601,1884.23076423,7936.53846932,1733.97435363,7677.30769954,5670.76923376,9,47
56,163,1033.07691627,5149.35897624,6758.33333862,1008.07691620,2924.61538184,448.97435092,4924.61538608,7105.51282656,6051.79487562,3192.05127983,3692.05128087,6818.84615927,134.23076055,2317.17948308,169,162
124,180,668.33332576,443.07691502,610.38460768,7948.46154632,737.69230026,5386.79487423,2898.46153562,7797.17949469,146.41024773,4755.00000105,319.35896602,1213.71794226,6759.87180016,2362.30768828,202,62
55,220,8397.94872671,1356.28204517,6463.33333799,1339.87178869,6295.89744021,7944.23077709,4366.28205156,8056.79487986,2778.84615072,2720.64102238,3470.76922911,5743.71795192,4339.87179508,3107.69230526,151,52
43,216,332.30768404,3636.28204997,5808.20513147,6543.33333820,2718.71794546,529.35896651,5787.05128532,5957.05128567,4034.87179439,5203.20513022,6382.94872247,683.84614628,8254.10257258,3474.35897270,151,122
73,136,2976.92307422,4220.64102558,7555.89744292,7765.12821257,993.97435210,5370.76923314,2117.69230318,997.82050595,3743.58974255,5878.07692656,392.05127386,2113.33332882,4439.23076965,3554.48717803,104,251
93,141,1102.05127538,3648.84615260,7957.43590529,7354.23077584,2179.87179050,4198.46153833,178.46152985,1921.02563610,7334.35898089,8021.02564902,1334.23076305,4388.58974387,546.41024856,3718.07692197,194,135
97,178,3013.20512557,966.02563408,1972.69230290,6310.12820951,6972.17949295,3004.48717685,5103.20513002,1644.35896887,7627.56410973,8037.43590543,2944.35897158,6502.17949198,2263.33332910,5782.05128532,13,123
197,163,2631.79486839,1741.92307165,2453.58973977,2248.33332910,6248.20513245,7860.89744354,218.58973505,4979.48718102,6285.12820944,4242.17948718,438.33332528,1458.84614794,416.28204316,6535.51282538,203,87
66,121,1522.69230193,3652.05128080,1431.28204531,8310.51282913,4333.97435919,2938.07692030,1151.92307040,5284.23077146,2435.25640644,7214.74359600,1365.76922466,7875.51282816,2672.17948385,2332.17948315,184,45
2,147,7076.53846752,6451.15385081,3461.15384449,7562.43590446,7505.00000688,492.30768439,3943.58974297,2710.38461212,1092.56409590,7011.92308276,6823.07692850,602.43588973,4284.61538469,1284.23076298,41,92
114,210,1596.41025079,2302.30768821,7348.33333987,1330.76922459,3170.89743361,4075.89743555,2104.23076472,353.07691481,6572.43590237,2609.74358627,309.35896602,1207.82050636,4034.23076875,3529.23076771,162,20
163,194,4588.58974429,1639.87178932,4097.43589709,421.92306880,3529.23076771,7788.20513571,6854.35897985,3101.15384373,5151.28205316,5144.10256598,680.64101807,5437.43589994,2561.66666313,549.87178702,37,109
152,176,5695.51282357,6795.89744132,5937.05128560,5551.53846432,5216.02564304,8331.53847016,3986.92307637,2279.23076507,1015.38460851,8314.23077785,7611.41026350,6790.89744125,8392.43590620,5694.61538768,87,27
189,221,4425.89743625,4641.53846238,541.28204343,7619.48718665,6869.10256967,4607.82051359,2411.66666278,322.69229936,7063.84615983,2011.53845682,5751.66666987,7781.66667418,4587.30769301,4434.87179529,68,61
199,121,2598.71794525,6585.25641519,315.51281218,4446.53846196,6892.56410820,1825.51281537,5231.28205337,8203.97436732,8103.97436711,306.28204295,6458.58974825,3071.53845904,1858.84614878,5738.07692621,207,90
140,61,762.94871059,3755.12820409,1848.07691801,4915.12820652,6673.97436412,4472.17948767,3988.33333278,2041.15384150,6122.05128602,7027.43590335,3919.61538392,5766.79487500,5864.10256751,5771.02564423,67,143
86,238,673.33332576,7569.48718651,3661.79487055,3402.43589563,1004.74358287,5366.79487416,8076.15385429,828.46153124,5860.89743931,3630.76922945,27.82050386,803.71794143,1949.87179001,5328.33333563,122,64
204,78,3933.33333264,7916.79487958,1640.64102009,2340.12820110,2707.43589417,6782.94872330,2766.41025329,7477.82051963,2661.79486846,6704.61538983,2588.58974005,6676.02564617,3595.89743451,2967.94871524,240,191
89,2,5363.58974596,5600.89743875,2003.58973887,942.05127504,1937.43589258,3307.56410055,7313.58975006,5698.46154152,5326.79487409,2325.25640616,7558.07693010,4859.23077055,7553.71795574,7292.94872441,100,214
16,111,5116.79487361,8180.64103398,1539.74358398,3695.64102446,2630.25640686,2275.38461122,757.94871059,1740.25640498,288.84614544,3236.66666452,6321.15385054,6070.51282434,729.48717206,5585.89743875,228,224
104,176,3001.66666403,3192.82051060,2632.43589403,5939.48718303,4521.28205184,5505.51282316,420.51281239,3947.94871733,1894.74358474,2786.41025329,4669.10256501,338.20511994,8391.15385491,5793.97436224,249,115
230,16,5808.20513147,968.07691613,1866.66666160,7385.76923744,6578.84615878,4713.84615482,8398.58975235,1371.92307081,1040.25640345,5226.66666876,6773.07692843,7808.33334084,862.17948003,1283.46153221,3,210
254,101,4433.84615427,3231.53845939,6543.58974846,3968.71794810,110.76922202,7428.20513495,22.05127309,980.76922382,2907.94871510,1045.38460858,5675.25641325,2133.97435453,672.43588987,804.48717219,209,137
14,51,4703.97435995,6485.12820986,474.74358176,6737.43590272,7047.82051873,4764.23077035,4464.61538511,4383.58974387,6464.87179953,485.64101765,626.28204364,2380.89743194,1886.15384115,1734.35896901,173,126
159,140,1847.30768724,7341.02564756,725.38460795,3970.89743528,2842.05127907,6419.23077382,152.56409388,284.99999160,8115.76923897,5360.76923314,3009.74358711,1918.20512328,3391.28204948,4852.82051408,176,164
65,207,5772.05128525,3773.07692204,6258.58974783,74.61537579,7352.94872455,3626.15384484,7079.35898034,8335.51282913,5184.74359169,242.43588896,7678.20513544,6750.00000528,1179.48717296,3970.51281989,123,106
191,167,3426.41025468,886.02563387,7230.38462171,6210.76923494,6210.25641443,2517.05127837,5653.33333633,3360.25640838,3067.17948468,1943.71794386,7132.69231381,5845.89743931,2747.69230450,594.99999229,192,42
61,186,6018.58974735,6644.87179995,7235.00000633,1959.35896950,2785.51281739,1376.15384004,8255.00000848,3909.10256341,5051.66666834,4808.97436016,1834.23076409,142.94870927,4697.05128303,5021.53846321,226,62
183,83,3448.20512654,3491.66666507,2881.15384324,461.92306894,4157.30769210,7803.71795623,4524.10256466,2616.92307345,1692.43589202,1418.46153249,6135.89743986,52.56409367,2107.05127754,4741.79487284,142,145
255,71,3147.43589508,5578.07692586,3098.71794629,7229.23077556,5497.82051546,2364.99999604,5221.15384824,8382.30770107,5705.38461845,2386.41025245,5959.48718310,1430.64101967,1127.30768571,133.07691439,184,26
255,167,5533.20513092,3211.92307470,1094.61537795,6658.97436405,7293.46154493,2657.17948378,5664.87179786,7901.02564874,2174.35896999,6433.46154312,2525.25640658,109.74358099,4157.43589723,3460.89743423,63,193
241,159,3624.99999868,7478.84616066,974.61537767,8260.51282899,4844.10256536,3984.10256355,2621.92307345,1754.61537934,1997.69230290,7676.66667390,6993.20513405,6633.46154354,5795.89743917,4515.25641082,166,206
39,35,2781.28204816,7845.25641790,1254.61537830,8023.97436697,3052.94871545,4789.23077035,618.58973588,3493.84615225,4104.74358947,4755.25641130,2982.82051011,5865.89743931,7359.87180148,2562.94871441,20,150
12,84,4578.71794942,7530.76923772,7286.92308339,5431.28205379,5058.84615559,2585.89743236,3131.79486944,6131.79487576,8055.00000806,138.46152978,2598.58974012,3409.35897256,1061.53845480,8142.82052109,149,69
175,40,5334.35897666,74.48717067,443.07691502,4515.51282107,4246.53846154,7839.61539219,5403.20513064,123.20511945,4610.38461615,7946.66667452,3354.61538274,1982.82050803,5387.30769474,5089.10256591,123,88
196,78,4023.84615336,6900.89744153,3350.25640838,3144.99999764,6480.38462011,2932.43589466,7399.74359642,7090.38462143,3072.05127955,7868.07693072,3764.99999896,7393.84616052,3849.10256327,5903.46154194,213,203
167,178,4706.02564200,6895.76923640,749.61537718,3637.30769099,7507.94872483,2368.20512425,6023.84615760,8057.69231576,4186.92307679,294.35896595,3710.89743479,8373.97436773,1214.23076277,2031.92307220,198,143
235,188,7287.17949365,4144.35897415,4775.76923188,881.53845439,775.38460802,5189.10256612,70.64101682,8325.89744452,7862.30769996,7661.41026364,1335.64101946,4790.12820624,4907.05128344,2423.07691919,72,141
21,213,3194.48717727,332.17947891,7408.46154514,4666.15384706,37.56409367,389.87178668,5369.23077160,4483.33333382,1100.51281385,4438.97435940,7507.56410945,1546.02563533,7191.79487805,7393.58975026,129,49
52,21,3596.66666528,986.92307005,5073.07692482,1231.02563464,4986.41025794,6592.82051776,8241.66667515,3847.05128122,2566.28204774,3.07691412,874.99999285,6959.61539039,6646.53846661,6449.35897902,22,216
164,55,3691.02563985,4054.10256369,3029.87179230,3811.28205038,7122.43590355,1128.07691648,5376.28205365,6633.07692815,7166.79487798,4183.33333320,7334.61539115,4138.46153826,1453.46153256,4285.38461546,149,79
31,168,1135.51281392,318.84614551,6033.20513196,2154.87179043,6323.71795310,5302.05128428,3397.82051102,8081.66667480,2878.33333042,6720.64103086,1256.53845522,6173.97436308,2700.12820187,6277.82051713,65,95
166,170,4989.87179647,5031.41025808,1882.82050782,5525.89743861,4605.38461615,4269.23076930,477.69229971,8120.38462359,7810.25641776,3717.69230658,4091.15384581,2449.10256028,1700.89743048,4961.53846307,167,206
72,94,7674.10257133,211.41024787,1716.92307158,5328.20513050,4011.79487131,5380.89743826,4659.10256494,5679.10256716,5392.05128449,7863.46154611,7159.35898055,5928.71795227,7680.38462268,4357.56410278,44,17
205,242,2998.71794608,2444.61538080,8282.43590599,7792.05128956,938.46153145,5770.89743910,7123.07692920,3766.66666563,6477.05128678,4154.61538441,7629.61539178,6012.56410632,1597.69230207,5686.66666973,101,244
