SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
5,69,7313.07692954,7310.76923724,1319.61537843,926.41024940,8064.48718755,7948.71795657,321.28204295,2647.30768891,91.15383733,6964.35898013,4921.02564242,7735.00000737,3826.15384525,4592.69230839,76,74
30,84,6643.07692815,3236.53845939,4428.71794907,3595.64102426,3294.23076722,6973.33333910,1501.41025058,4084.10256376,1692.43589202,5905.25641373,6184.10256821,4867.94871927,4586.53846224,1344.99999382,201,25
254,51,1671.79486631,1776.79486659,6452.56410722,2064.10255945,264.99999160,7518.46154541,4711.28205226,947.69230068,6142.05128609,6055.25641408,6631.15385123,3838.33333243,2825.51281753,73.58973477,82,157
111,104,8246.66667515,6632.82051790,4483.33333382,4168.71794858,1126.79486520,1838.58973852,599.48717178,2832.43589445,1943.07691822,4196.66666653,1522.69230193,3129.35897200,6660.00000508,7317.43590390,16,17
41,31,3799.61538365,2276.41025224,3652.82051157,5544.10256682,654.74358210,6272.82051713,1164.87178834,1021.02563422,5986.79487548,5326.15384845,7941.41026420,3862.05128122,4698.71794969,457.17947912,152,102
251,143,1340.64101946,2208.07691877,7567.17949420,2657.56409916,4595.38461615,1578.46153284,3492.69230610,5412.43589987,504.87178695,973.58973664,2624.48717602,5259.23077139,6865.64103120,142.94870927,77,30
200,28,3857.69230686,1686.41025099,339.23076097,7170.89744209,7869.48718713,7546.02564798,3714.10256299,1227.17948079,3787.82051185,2300.76922667,1894.61537962,6028.84615760,4542.17948781,554.74358190,77,121
231,174,8079.87180301,6656.92308200,475.12819714,448.46153040,8043.71795678,4803.97436016,2572.05127851,1692.56409715,3527.82051130,5443.33333584,1495.89743006,2965.76922806,2230.76922646,4067.94871754,51,215
241,192,1671.79486631,2933.71794594,947.56409555,6356.53846599,604.61537691,6122.30769627,5737.43590057,8095.89744403,2710.51281725,7555.51282753,6454.74359440,860.89742874,3922.30769162,3008.97435634,205,221
31,131,716.92306942,4869.74359107,2634.10256070,2851.66666368,1648.33332785,5864.61538802,5501.41025905,3544.87179342,1989.87179008,195.12819652,3772.56410153,6352.82051727,5712.69231082,3659.35897311,6,40
19,122,3119.99999764,168.46152985,2513.20512453,81.41024759,7673.97436620,7574.48718651,2327.17948308,5828.58974693,680.12819756,775.12819777,5110.25641207,7149.23077535,3121.53845918,4853.07692433,234,225
83,12,1038.84614704,809.23076194,3630.89743458,4064.23076882,2782.17948406,7535.38462234,6988.58974936,7863.71795637,1371.66666056,1869.61537955,8102.56411070,5698.71795178,5584.87179772,8002.69231562,96,114
230,243,1739.48717421,3115.38461296,5639.87179779,6293.84615816,1017.17948030,6497.56410729,7674.48718672,4347.69230790,6903.46154409,2752.17948399,7398.46154514,4780.51282163,7962.17949504,5359.87179724,219,74
241,41,1363.20512209,4268.20512828,5393.07692551,1091.92307026,6552.05128692,4834.35897561,8204.10257244,5297.56410479,7806.15385366,8135.38462359,4230.12820506,3266.66666459,4588.33333403,532.56409472,10,245
204,83,6432.43590203,3434.10256237,715.89742840,2600.89743243,8372.56411132,7643.33334049,3916.28205059,2254.35897012,2280.89743173,4774.61538573,3515.64102412,2783.20512508,3413.71794698,2310.64102155,29,124
61,234,944.23076222,4257.05128206,2055.89743125,4618.84615461,1877.82050782,4948.97436044,7454.23077604,975.51281357,6997.82051866,3781.41025544,6027.05128581,1907.05127712,4775.38461650,2511.53845786,28,81
19,231,1713.46153311,3544.99999854,7857.94872560,6262.69231193,3803.20512724,6174.74359385,7788.46154597,8168.84616212,3266.79486971,7038.33333924,763.58973623,3041.41025384,2306.41025231,348.20511994,51,247
149,201,6896.02564666,7336.79487833,3976.41025586,3861.15384532,5079.10256584,2998.97435634,2401.02563714,6398.84615837,7365.38462199,143.84614516,2001.02563623,4076.79487145,4872.94871927,451.41024835,158,15
