SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
117,226,5178.84615580,4563.33333403,1187.43589098,966.02563408,101.15383740,8238.84616233,3053.58974109,3332.30769037,1939.61537976,4666.15384706,137.69229901,2146.28204684,4068.33333292,5882.94872143,84,56
189,43,4307.82051296,3509.87179328,91.41024759,1673.33332785,1724.10255876,2220.12820082,7265.89744229,3273.84615177,6546.92308179,3368.07692120,2074.10255952,5564.35897714,4420.76923112,4454.61538504,171,196
54,65,6932.82051852,6331.53846592,2991.41025377,5604.35897721,2057.30768766,25.64101668,2270.38461122,8187.43590578,4729.87179592,304.74358141,1951.28204642,4126.53846126,77.56409374,5282.69230985,30,232
24,85,1858.33332826,7711.41026371,6414.35897895,3542.05128053,6377.94872247,2310.25640616,3285.89743389,1236.28204489,3969.61538399,7250.89744222,8190.51282886,447.94870989,109.48717074,116.15383740,178,218
149,241,4939.87179633,255.38460691,2895.12820228,1988.46153367,1684.87178946,7282.30769870,1733.46153311,2188.71794434,5556.53846432,7328.07692961,5735.76923390,620.51281280,3855.25640943,271.66665826,15,49
225,5,6947.82051852,6807.56410799,3093.58974116,5328.97436127,8258.84616233,5795.00000327,4021.66666618,4728.84615489,20.12819617,4208.33333327,4487.43589793,2449.10256028,2072.82050824,1201.92307046,195,179
7,156,7523.46154541,4719.10256508,2121.53845703,2194.23076486,8006.41026434,262.94870954,2306.28204719,5824.87179821,845.12819791,8072.17949524,3479.23076764,8285.51282906,8171.02564930,1338.84614767,143,64
154,17,1406.92307088,1126.53845494,6008.20513196,1720.89743055,32.56409360,8097.56411070,6491.92308165,4204.23076917,6125.64102961,536.53845369,7098.20513425,288.07691467,172.05127344,3415.25640852,217,72
224,137,3176.28204899,3482.82051123,3699.74358857,2098.71794414,4132.43589716,4744.61538566,766.41024905,3261.15384407,5602.69231055,7293.97436544,4853.58974484,5734.74359287,1421.53845557,8051.15385422,120,227
168,27,5321.02564332,1550.12819943,3166.15384386,3686.79487062,7188.71795498,7343.07692961,4258.71794872,2607.69230422,3590.76922938,3103.20512578,716.28204378,983.84614690,5757.30769551,4422.43589779,86,223
109,57,4626.92307769,6127.05128602,7200.76923703,6930.64103134,2237.82050859,1623.58973803,3333.07692114,6382.56410708,4509.61538518,6441.53846620,7430.00000674,3376.15384428,4626.28205205,8109.61539282,216,188
175,155,7998.46154639,6756.41026170,795.64101835,7120.76923682,8255.89744438,1798.97435377,2771.15384303,5949.23077285,1527.05127629,3287.56410055,141.92306824,7384.10257071,6008.20513196,5142.69230957,70,93
32,178,2933.33333056,8.58973463,8230.51282892,3362.43589556,3481.79487020,4570.76923147,3870.25640943,2706.41025315,4845.38461664,2920.51281767,5303.71795095,892.43589035,1896.02563603,1829.74358461,149,145
11,105,2178.46153409,4113.46153819,5796.79487506,2669.61538128,6873.84615941,5103.58974540,5159.10256605,5315.51282274,3775.25640929,3476.15384449,2983.20512550,4269.48717956,2431.15384234,6658.46154354,16,145
100,50,6001.02564471,6706.28205650,3119.61538226,856.92306977,1554.23076354,7900.76923849,742.30768488,7132.82051894,8217.17949559,2144.99999556,6395.38461991,3265.64102356,602.69229998,6085.76923466,189,27
189,38,8398.84616261,3809.35897346,173.58973498,7796.28205879,4693.84615482,6572.43590237,4089.48717914,6141.79487583,875.51281336,2464.10256035,19.74358078,8263.07693156,1793.84614864,7441.53846828,93,73
245,207,3017.94871531,4705.38461636,1292.30768606,7943.71795657,7267.94872435,6631.92308200,1686.41025099,227.56409402,390.89742770,6714.61538983,7136.66667279,4083.20512786,2831.53845855,4025.12820465,118,143
217,202,3231.28204913,4406.53846189,7538.84616080,3467.05128039,3472.43589577,2276.92307276,7251.15385248,4929.61538608,4404.61538497,3133.33333097,4272.43589751,2063.46153381,5324.61538691,6845.64103113,190,198
206,146,5694.61538768,871.53845439,3942.82051220,3173.20512592,6249.48718373,7468.07692989,6680.89744104,7618.33334049,1131.66666007,7642.69231485,6534.23077410,5758.97436217,4481.41025690,853.33332618,175,1
72,43,5872.94872136,5263.58974575,7859.87180252,729.61537718,3813.71794782,1696.02563561,7422.82051956,1720.76922542,2126.41025190,4617.17948795,4162.17948697,713.58973609,47.30768342,3322.82051088,252,50
229,175,5619.87179779,114.35896561,14.74358078,2137.82050838,1366.41025030,5325.38461768,2098.07691849,5529.35897707,4041.28205087,6785.64103100,7243.71795505,2847.94871496,6705.00000522,4203.58974352,113,203
161,130,458.20512015,8193.07693142,5496.79487444,3509.87179328,1787.17948197,541.66665882,4810.76923195,845.25640303,7856.15385380,2026.02563630,3861.02564020,4972.82051435,8371.41026517,1154.87178834,191,31
116,17,6421.15385074,6071.92308082,994.10255723,4708.58974457,8093.33334147,1134.87178827,5886.53846502,3342.05128011,227.43588889,6099.87179877,2252.56409833,2322.17948308,6496.66667140,1826.53845640,143,104
125,107,1161.66666014,5710.89743903,4354.74358996,1066.92307019,5551.53846432,7276.53846794,5097.30769412,7766.41026385,7966.79487965,4552.94871858,5884.35897784,5801.79487506,4822.17948836,6708.33333855,153,15
180,110,3387.05128025,2956.15384345,1018.46153166,487.43588945,4619.10256487,1401.02563498,4328.71794886,6037.05128581,5825.51282385,6929.10256980,551.92306907,3858.97435814,5129.10256598,1542.69230200,226,79
176,220,2524.23076555,175.76922216,1937.43589258,222.30768376,4193.07692294,513.71794080,5432.05128456,1765.12819985,4420.76923112,446.41024835,2000.89743111,7604.48718658,534.61537677,1894.61537962,53,9
45,221,6248.07692732,1762.30768703,4816.28205247,3237.69230554,3388.07692127,2137.69230325,2685.12820180,5507.30769495,1754.74358447,7587.30769940,2881.66666375,1750.12819985,698.46153096,1478.33332750,219,123
63,228,3193.97435675,3092.69230526,5895.89743938,2247.69230346,3179.74358745,1150.25640373,3908.71794803,6791.28205664,6567.43590237,1478.33332750,7918.20513599,7465.51282733,1418.33332736,1129.10255751,6,13
244,37,81.02563220,5911.02564457,7478.84616066,5458.84615642,5640.89743882,6539.35897923,6833.58974908,6233.20513238,5015.25641186,4420.25641061,5463.07692565,6896.02564666,3238.46153631,4801.66666785,61,69
81,71,6573.07692801,4924.48718095,5667.17949017,5960.38461900,5302.30769454,2996.41025377,4571.66666737,6816.41026183,6426.41026100,22.56409360,2241.92307269,6862.82051838,6461.53846620,45.51281162,137,101
