SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
94,224,5998.71795240,5299.74359197,143.71794004,4434.23076965,2617.43589397,3164.35897207,7082.69231367,1019.99999319,3795.51281954,2449.35897054,7829.87180245,6758.46154375,6620.64103065,2807.05127900,28,87
156,97,8197.82052116,5548.33333612,304.74358141,2760.38461226,1515.38460962,7380.12821173,5761.28205448,7776.66667411,6659.23077431,645.38460774,3753.58974255,2008.71794400,4127.17948691,6379.48718401,204,22
194,217,6143.84615788,7326.92308346,5681.15384922,4112.43589716,7223.33333966,5775.25641346,6517.17949198,6584.74359468,2494.74358606,2632.69230429,6492.17949191,5163.58974554,4649.35897520,4823.33333452,15,218
135,0,3447.69230603,3855.89743507,5447.43589994,50.12819624,1623.20512265,7274.61539101,4671.15384706,2262.94871371,3641.79487048,5604.87179772,4516.92307748,1748.33332806,4748.84615489,5398.84615628,177,162
110,49,3504.23076764,2346.53845751,2597.56409909,2719.35897110,863.20512105,3656.15384491,6427.69231228,8049.35898242,5328.71795101,965.38460844,4422.05128240,5157.82051477,7177.82051901,308.20511987,157,184
9,181,2837.94871496,1401.15384011,4421.92307727,1404.99999396,7957.43590529,1951.02563617,2039.99999535,4042.82051241,4443.84615427,6091.79487569,3274.61538253,4445.00000042,4011.02564054,6355.12820958,34,75
44,172,2886.53845862,7639.23077639,3781.28205031,5032.17948885,5443.33333584,2873.46153555,1003.84614697,2447.82050900,3271.79486971,3854.74358891,69.23076041,5845.25641367,7682.43590474,5311.15384838,184,68
178,53,4631.79487263,5937.17949073,6748.20513349,931.15383914,7953.84616170,890.64101856,6611.15385116,7002.17949302,8130.89744410,445.64101758,1766.15384088,5126.15384803,7625.89744306,142.43588875,104,111
32,240,34.35896547,3214.74358752,1623.71794316,5442.05128456,3111.41025398,5522.05128477,8363.33334202,7899.10257182,1477.82050699,1875.89743090,2403.71794483,3111.28204885,2965.89743319,4078.46153812,214,135
217,137,2617.17948371,1439.61537864,1099.23076256,1674.87178946,4318.71794886,3652.43589619,7557.05128907,1852.94871288,3667.56410132,3241.02563888,3013.97435634,6270.64102995,6970.00000577,8267.43590592,220,39
147,204,2477.69230394,7538.71795567,8123.07693128,368.71794052,4609.61538538,5270.12820729,5780.12820840,2749.35897117,5819.23077257,3990.25640970,2053.58973894,5045.25641193,5977.05128574,1811.66666153,131,121
234,31,2859.10256119,2666.92307359,3836.53846064,4206.15384609,1702.56409715,7760.12821257,5671.79487479,5691.28205434,6594.74359468,6135.25641422,8318.07693170,1356.92307081,7441.15385290,1635.89743034,127,218
37,165,780.76922341,4642.43589827,1003.58973671,4093.07692273,3475.25640859,2291.53845737,4305.51282066,4657.43589827,2523.97435530,6622.94872296,1131.41024981,275.76922237,6501.15385095,1597.30768668,102,32
206,0,7651.66667390,5609.61538747,5749.23077243,2761.66666354,1441.66666069,3917.30769162,3754.35897332,3993.33333278,427.17947912,1639.35896880,6763.84615920,5879.23077271,1525.76922501,1704.23076381,253,208
207,19,6161.02564506,4393.07692336,3211.41025419,6100.25641415,1957.94871309,3832.82051192,6378.97436349,8093.33334147,804.23076194,3060.38461289,1961.66666181,6636.92308200,3422.30769057,5485.64102829,117,20
212,223,3929.23076854,2917.30768946,2339.87179085,2662.30768898,1230.64101925,1949.99999514,4875.12820645,2438.46153464,2841.02563804,3490.25640866,3095.38461296,2362.94871392,7151.15385227,5179.48718144,218,48
190,46,4012.69230721,4343.46153867,1268.46153214,1664.23076375,1384.61537857,4164.10256390,6242.82051706,4995.12820673,3362.82051095,2351.53845751,3533.84615232,202.17947864,2250.25640602,1772.17948190,39,3
132,236,6095.89743979,351.28204302,8276.92308547,1400.38460934,2263.20512397,3487.17948559,3279.35897228,2752.56409937,6262.82051706,4871.41025773,7711.53846884,8325.76923939,8394.61539337,3283.20512619,161,150
107,6,2896.28204844,2529.48717588,620.76922306,2706.79486853,4406.02564138,8357.69231638,4184.35897422,4920.64102703,4624.23077000,180.51281190,2191.15384178,6057.56410639,6585.76923571,773.84614648,101,175
153,92,7008.71795456,7161.28205747,2182.05127768,117.82050407,3915.76923008,4729.61538566,7285.38462178,4260.25641026,997.82050595,6497.05128678,8099.87180301,6313.07692746,3328.97435703,2054.74358509,203,98
35,213,8011.15385415,7142.17949330,8363.71795741,674.87178730,941.02563401,517.69229977,3513.97435745,19.61537566,3813.33333243,6338.58974804,4223.97435891,7793.58975110,8114.61539282,6171.15385026,3,35
208,49,1672.94871246,5606.02564388,1701.53845612,6176.53846564,2260.25640602,8112.82052102,6046.02564485,8143.46154673,6422.43590203,61.28204239,8121.79488000,6122.69231166,4263.07692308,3273.20512612,210,212
167,14,5390.25641269,4147.30769210,5901.15384963,4303.46153860,6183.20513231,6838.33333883,3974.35897381,672.56409499,6575.25641519,7100.25641631,2994.61538198,2733.07691988,1325.64101946,122.30768356,104,247
