SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
39,248,1581.79486617,4429.48717984,7482.69231451,4901.79487319,1232.05127566,83.07691426,5387.43589987,8263.58975207,5851.92308033,5651.92307991,7035.51282642,6428.97436356,2178.20512383,4187.69230756,8,197
29,60,8198.84616219,6445.76923543,186.79486318,5017.56410417,1850.76922570,5161.79487374,3647.43589619,101.41024766,8236.53846995,3761.53846050,5863.33333674,3954.23076861,4629.48718032,6874.87180043,139,128
227,118,3284.35897235,6093.07692697,8004.74359767,8320.25641888,6707.43590265,8328.20513683,1613.33332778,553.58973574,7700.51282781,6063.07692690,2961.92307422,7548.07693003,4377.17948746,2091.79486721,174,58
81,120,996.02563415,5737.05128518,4843.46153972,837.82050560,1757.17948190,3007.94871531,7987.43590536,1509.74358398,695.51281301,5767.17949038,2291.41025224,5881.79487527,2314.61538052,831.41024919,93,100
49,10,1156.53845501,4176.28205115,6448.71795338,7681.41026371,5862.05128546,7273.84616024,1195.76922431,4559.61538524,1319.99999382,1846.79486673,7528.84616080,5237.94872004,1901.41025141,3926.15384546,6,37
205,135,6170.12820916,4003.97435842,5793.33333660,397.30768418,2475.12820138,5632.05128497,5121.79487367,43.71793983,8202.82052116,5923.58974714,6242.69231193,728.20512077,7081.41026239,5498.33333598,251,124
243,72,5054.61538636,3519.99999848,4943.46153992,5195.00000202,6169.35897839,2176.66666229,1698.58973817,4298.46153853,1623.20512265,2543.46153485,6421.28205587,334.74358148,3706.41025523,2601.66666320,147,158
46,60,5320.89743819,5602.56410542,322.69229936,884.23076208,2837.43589445,6601.79487680,4257.94871795,4040.38461497,2370.51281656,176.79486318,4580.51282121,8105.89744403,4668.07692398,6807.94872337,56,130
202,163,8323.58975221,795.64101835,5595.89743875,1213.07691662,4490.38461587,3297.05128004,1673.97435356,866.66665951,769.35896700,1654.10255862,7341.02564756,2649.23076583,3290.38461337,5250.64102773,68,14
109,205,5482.69231034,6488.46154319,3483.46153687,275.38460698,1919.99999507,4412.43589779,8046.28205935,8002.05128998,2328.71794462,7951.66667452,7458.97436579,1601.28204566,1322.69230151,6571.53846648,92,237
215,251,92.43588861,5606.02564388,7250.51282684,7234.74359607,527.43588959,5699.48718255,4547.82051345,1036.92307012,2316.15384206,2792.43589438,3553.07692162,1918.33332840,7405.76923744,5626.92307985,128,172
145,120,7541.53846849,4733.97436002,283.07691467,2941.66666389,6272.05128636,1892.56409756,3632.30769099,863.71794156,5899.48718297,272.05127365,7226.92308325,6217.82051699,6931.79487750,688.46153089,193,194
161,246,2437.94871413,2046.15384150,1037.56409576,4741.41025746,3618.97435766,1412.05127608,3422.43589570,997.82050595,4676.92307783,6095.00000390,4410.38461574,826.02563380,2574.87179133,5583.20513106,153,69
186,57,5285.89743812,5729.87179800,4005.38461490,7070.12821111,441.79486374,7441.92308367,954.48717254,4071.53846119,8121.41026461,2061.28204663,6577.82051776,7599.87180196,6397.17949170,234.61537614,113,71
62,170,6047.94872177,5003.46154006,8221.15385457,7126.02564714,662.43588987,506.41024849,7161.28205747,440.12819707,5849.74359315,1481.79486596,5848.84615725,1674.99999458,726.15383872,654.74358210,114,40
149,182,1379.61537857,7548.33334029,6710.76923598,1619.48717393,8273.46154701,3698.20512703,1444.10255820,4897.82051421,5797.82051609,735.89742847,348.46153020,1236.15383976,4060.64102523,648.84614621,222,193
26,157,2092.30768773,6268.20513245,3661.79487055,7715.64103301,5749.61538782,4284.35897443,5239.48718158,5573.58974637,4203.97435891,2616.53845807,179.35896575,3260.89743382,4035.76923029,2922.05127928,226,162
223,158,7064.87180085,3072.43589494,2144.10255966,4737.69230874,4029.87179439,922.30768529,2947.56409979,3485.12820353,3164.48717720,2199.99999570,2894.99999715,3992.56410201,2529.87179126,2524.87179119,34,139
250,56,7607.43590453,2148.33332889,3855.89743507,7159.35898055,7492.30769919,203.33332479,6122.43590140,7101.79487784,7467.43590425,1493.71794288,2079.87179029,2936.53845876,4439.35897478,5270.64102780,167,20
159,155,5728.84615698,2540.38461178,6476.02564575,7347.82051936,5289.87179710,555.38460754,773.20512084,4630.38461622,7719.48718686,4590.25641096,7958.58975145,2479.23076548,5111.41025822,4074.74358940,142,125
213,230,5339.48718178,3942.17948656,7723.71795609,6661.79487687,3.33332437,51.41024752,3767.94871691,1967.56409770,4491.41025690,906.92306984,2306.66666257,1521.41025065,3316.79486985,1339.74358356,219,246
34,177,7915.12821291,1018.20512140,8382.30770107,6765.64103100,131.02563227,3150.89743361,5770.00000320,2631.41025301,1561.92307123,1597.56409694,2627.69230429,5021.15384776,7780.64103315,2570.89743236,81,4
108,168,2094.10255952,984.87178800,2835.51281753,7744.87180224,5523.07692579,5430.76923327,2585.25640672,2780.38461226,4066.79487138,5429.35897686,7775.12821257,1944.99999514,7656.41026364,1732.43589209,136,96
2,232,5560.12820791,2953.71794594,7649.35898159,3483.97435738,295.64101731,2853.84615086,1567.05127636,3362.69230582,2711.66666340,1612.56409701,1871.53845654,7818.97436655,758.84614648,7264.61539101,130,170
0,15,6666.92308207,5157.43589939,5887.69231117,1634.35896880,1869.74358467,5999.48718317,3929.48717880,6798.84615927,5564.23077201,3672.82051157,4832.94871920,6812.82051824,2752.69230450,1010.38460851,103,78
22,101,6115.64102961,1742.05127677,4480.76923126,4609.87179564,484.87178688,8306.28205990,2030.64102092,703.97435147,6798.20513363,3063.84615135,2019.87179015,6980.89744167,3919.48717880,1713.07691773,182,70
152,228,2825.89743291,1007.82050595,6957.82051852,4058.71794830,7300.64103211,7444.87180162,1792.05127684,1277.56409624,7115.12821118,5292.30769454,6308.58974797,8238.46154694,7180.38462157,6615.38462039,77,66
43,68,8323.20513683,7827.82052040,4199.87179474,5323.07692537,2867.05127914,4412.82051317,7615.89744306,4993.33333494,7274.35898076,1202.69230123,3194.48717727,518.71794080,1520.89743013,4269.23076930,231,158
