SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
49,59,7243.46154479,1398.84614780,3791.66666570,2879.99999709,2844.99999702,5130.38461726,1110.51281385,2323.46153437,5096.15384796,1378.07691697,1888.84614885,4069.35897395,1933.58973866,6938.20513391,14,76
155,150,8000.76923869,715.64101814,1618.07691752,3080.76922827,2623.20512473,4761.02564214,2203.84614954,1275.12819881,6404.35897895,7576.02564805,3536.02563950,7121.53846759,7340.00000654,6383.71795324,142,220
169,111,484.48717150,1654.99999451,2962.82051011,4556.92307755,2789.48717636,2070.51281593,5268.46154062,7088.33333931,7.05127309,3229.99999785,8315.76923939,4743.20512925,3170.25640797,4490.76923126,209,109
248,188,295.89742756,8347.56411125,3954.61538399,1489.61537878,1230.51281412,5177.43589939,5388.84615628,5607.69231055,8149.74359802,4543.33333396,3839.23076833,5370.64102801,689.74358224,5150.89743778,188,29
154,227,5746.15384935,6827.43590293,3379.10256223,2249.61538038,6259.10256835,8362.69231638,1556.02563533,1344.35896818,1550.64101995,4245.12820513,2292.56409840,1923.58973866,771.66665930,3244.61538247,192,50
56,202,7868.07693072,718.58973609,5519.61538733,971.28204434,3593.07692169,5117.43589925,7575.12821215,1300.76922452,2921.53845876,2380.25640630,1761.53845626,4238.84615385,4763.20512932,3161.53845925,214,140
174,14,2563.07691954,836.15383893,2305.89743180,3574.48717803,5018.46154006,7788.58975110,8345.25641895,412.05127393,6702.17949239,3158.84615156,9.61537566,820.76922355,7298.58975006,3594.61538323,230,5
152,114,4238.07692308,5614.74359267,5988.58974728,2599.99999653,4493.58974408,1088.20512154,7492.30769919,3961.79487117,8229.74359816,2890.51281767,8203.71795706,349.74358148,6804.35897978,4608.20512897,79,248
46,74,817.05127476,2258.84614961,2833.97435599,5727.17949031,6379.74359426,3607.82051143,4453.46153888,7348.20513474,4219.99999993,3267.43589536,3275.64102356,8204.61539296,8342.05129074,5099.23077104,14,26
115,16,7526.92308388,736.66665924,7582.82051991,2351.41025238,985.89742902,843.71794150,3381.79486999,1903.46153346,3936.66666598,7320.76923730,453.07691502,7879.48718720,3697.82051164,7254.61539101,70,136
124,180,5979.48718317,1861.02563596,1430.89742993,1225.51281412,3197.43589522,5070.51282225,4990.38461699,7795.25641776,3789.35897339,4568.20512890,6451.28205594,7532.69231464,3036.28204871,5563.20513099,235,250
123,144,820.51281329,7975.51282844,7507.30769919,6736.15385144,5004.10256570,3607.17948579,7747.05128949,6249.61538886,6243.33333758,2417.82050893,1864.23076416,6617.94872296,421.66665854,2041.02563637,214,0
28,21,2742.30768912,6643.46154354,7532.82051977,3994.61538406,533.33332549,8357.82052151,730.89742847,6726.79487701,2598.20512473,3104.48717706,8075.64103377,5094.23077104,3174.35897207,5568.97436176,133,139
254,94,2350.89743187,7218.84616010,5869.10256751,1940.64102078,4846.66666792,3438.84615211,7540.76923772,6164.23077326,3149.74358738,3906.66666598,6084.87179877,5174.48718144,470.64101765,5869.48718290,27,241
53,70,2643.97435557,6538.84615871,3716.79487069,265.12819672,3048.84615128,5384.48718192,3159.23076694,3439.35897263,649.87178723,3975.76923022,4646.53846238,7325.51282705,7518.71795567,670.25640269,181,173
4,91,8295.89744445,7553.71795574,7150.76923689,549.87178702,8014.23077723,8305.51282913,7190.38462164,1842.17948211,3796.53846057,623.33332562,4062.69230728,973.97435203,5226.28205337,2819.61538156,69,17
22,218,4904.74359114,7703.58975089,7196.02564728,5078.58974533,7968.58975145,4008.46153798,4365.25641054,1473.58973769,5272.43589959,8011.53846953,7427.94872469,4036.41025593,2126.41025190,2164.99999556,147,115
144,50,2120.38461087,3423.46153673,7034.23077514,1130.89742930,1276.41025009,5407.30769474,5863.71795213,1819.61537948,7316.15385262,3964.99999938,1608.46153291,4442.56410298,2394.10256015,4390.38461567,218,113
106,176,1952.69230283,4614.10256487,2755.12820194,4145.25641005,1842.94871288,1987.43589265,897.69230061,794.48717219,2525.12820145,3501.28204969,5981.79487548,4655.76923161,8076.79487993,3064.99999750,129,208
205,108,7957.30770016,1420.51281454,1056.53845480,6039.87179870,5863.20513161,5586.79487465,8194.48718783,8263.33334181,7579.87180189,270.38460698,6116.79487576,3249.87179279,3286.28204927,6676.92308207,141,78
33,254,3989.99999945,4780.38461650,1460.89742999,8033.33334133,780.76922341,1813.07691794,3839.61538372,6576.92308186,6572.82051776,5462.69231027,2762.94871483,5228.71795081,4411.41025676,8115.64103384,165,124
