SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
136,213,1341.92307074,2420.25640637,2065.76922612,5570.76923355,8103.46154660,1389.10255806,2000.51281572,4099.35897402,7092.82051887,2520.12820145,8266.41026489,3850.38461455,1370.76922466,1185.89742944,116,80
6,252,2870.89743298,7217.30769857,1881.41025141,7671.66667390,258.07691460,475.51281253,5638.20513113,5506.66666931,6012.56410632,5131.66666855,1787.30768710,6692.30769745,1484.99999417,6964.23077500,41,142
0,124,2133.71794427,6607.69231270,6441.02564569,2092.56409798,1184.10255764,2523.71794504,7193.33333959,1268.46153214,5755.38461858,7267.94872435,7414.10257078,868.20512105,646.41024877,2803.33333028,133,161
159,139,7625.89744306,3906.41025572,5323.07692537,586.79486402,2950.76922799,4103.58974332,4359.48717970,5197.56410458,4686.79487270,593.97435127,5420.89743840,5524.87179759,7144.10257022,1169.48717296,102,192
134,19,4571.28205198,7076.79487777,2251.53845730,2918.07692023,2099.10255952,4364.61538483,3534.87179335,7455.00000681,4172.17948704,5309.35897659,5907.43590091,5418.97436148,7561.15385318,4408.58974394,34,54
141,26,5272.56410472,70.76922195,321.53845320,3827.56410166,8203.58975193,5097.56410437,9.61537566,3242.94871580,3764.48717845,4461.92307734,5244.35897645,1723.46153311,1170.89742937,1293.46153221,248,129
69,175,3560.25640880,3527.94871642,1366.53845543,589.74358196,4434.74359016,2247.43589320,6844.35897985,1265.64101932,5475.38461796,3540.12820360,5099.23077104,7903.33334105,7261.15385255,2616.41025294,64,28
250,198,2205.38461108,3304.99999799,4268.84615392,1369.87178876,3420.51281878,4883.46153979,7271.92308332,5345.00000230,657.05127448,5882.69231117,7275.89744229,8026.28205928,8340.38462407,231.41024794,123,27
103,46,8386.79488055,6152.69231173,7153.58974971,5484.10256675,6252.17949142,1560.38460969,4514.87179543,4528.46153902,1060.12819839,7503.71795560,4057.94871754,2954.74358704,5910.76923432,6120.25641422,244,213
4,159,5606.02564388,2149.61538017,6356.02564548,3053.20512571,134.74358106,5923.71795227,7035.12821104,2617.17948371,649.48717185,3161.15384386,7875.00000765,1360.51281440,3410.12820333,6141.79487583,243,144
168,109,3228.97435682,5238.71795081,7247.69231402,6841.79487729,7405.76923744,7863.71795637,446.79486374,2067.69230311,4646.92307776,1549.48717379,7107.17949323,2717.94871469,4085.76923043,6970.51282628,66,23
2,55,7607.05128914,2841.02563804,5841.53846488,5625.64102856,6859.74359531,2859.10256119,5599.10256696,336.02563276,6119.61538858,1146.41024981,1473.20512230,6104.35897825,7612.82051991,5700.76923383,255,200
45,159,42.05127316,7513.71795560,1318.58973741,8375.38462414,7628.46154562,5629.35897728,1399.10255806,6715.25641547,6821.41026183,3026.28204871,6818.97436440,4114.48717921,4260.12820513,4904.35897575,97,253
203,78,1792.94871274,104.61537586,3157.69230540,7036.28205719,2977.69230499,8087.05129019,6256.53846578,2399.48717560,4747.05128310,118.07691433,4172.30769217,3198.46153624,494.48717157,8081.79487993,102,213
239,0,6245.89744014,6105.76923473,1191.15383970,4695.38461636,2005.12820041,1188.71794226,7698.97436627,7263.07692947,1397.56409652,4437.43589786,3952.17948656,847.56409534,2753.33333014,410.76922264,29,190
