SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
173,157,5437.30769481,4433.71794914,7187.69231395,4276.02564110,4336.66666688,439.23076117,6850.89744139,337.17947891,36.79486290,7349.10257064,792.17947989,1191.92307046,1029.87178807,4854.10256536,54,218
178,117,1292.30768606,4958.58974512,8047.30770037,3762.94871691,3225.51281836,6313.97436336,6341.28205573,3890.12820437,4694.61538559,2275.64102148,5827.69231103,1893.20512321,5891.92308040,5236.15384824,136,112
72,36,5532.30769502,8396.92308568,6716.66667188,1606.28204566,6656.28205636,4326.66666681,2076.02563644,6745.25641554,2220.25640595,8371.41026517,3484.35897276,2905.12820228,2714.48717623,3358.71794685,139,101
167,224,1437.43589146,7819.48718707,3016.79486916,1727.56409722,8387.17949594,6464.87179953,5621.53846446,4858.71795004,2638.20512480,8300.00000855,3628.07692176,6656.15385123,2938.46153569,7834.61539219,180,85
79,0,1212.30768585,842.05127483,8214.87180328,7256.28205768,6840.12821062,340.64101738,5694.87179793,8139.87180314,2356.92307290,6995.00000584,4940.76923223,3331.92307498,118.71793997,2220.64102134,37,151
187,131,4887.56410389,6270.76923508,6060.64102947,2926.41025363,4578.46153916,3283.97435696,1698.84614843,1430.38460941,294.87178647,1703.58973817,7077.43590342,6988.07692885,4740.12820617,831.15383893,65,180
138,133,4130.12820485,6098.71795261,2584.99999646,7159.74359593,4055.12820472,6480.64103037,1007.30768543,4932.17948864,6233.84615802,8256.92308540,127.05127330,2745.64102245,1583.20512258,7008.58974943,37,230
195,191,5299.74359197,4214.99999993,7390.51282719,6530.12820993,3645.89743465,4929.23077069,5896.79487527,207.05127351,8276.66667522,3876.41025565,5672.30769530,8244.87180335,6023.71795247,4532.30769294,220,123
54,63,898.07691599,6015.64102940,236.66665819,264.23076083,7045.76923668,1446.15384025,3052.30768981,5256.53846370,1779.23076402,2046.15384150,7777.05128949,2766.02563790,5539.87179759,2107.56409805,83,81
136,53,726.92306949,5407.69231013,1949.74358488,4285.00000007,5915.25641380,3694.35897318,4112.05128178,3628.71794740,5812.30769565,2776.79486867,313.71794038,1223.07691669,2507.43589376,5855.12820854,5,103
99,112,7837.69231527,3067.30768981,6276.28205559,1584.35896873,5902.43590091,3873.58974283,2337.05127802,2942.17948440,2568.46153492,6041.66667049,7862.43590508,1773.97435377,3883.07692232,527.43588959,52,10
111,199,6091.53846543,7007.30769815,2258.58973935,414.87178675,7057.82051880,7050.76923668,5012.17948878,2993.58974095,989.74358287,4592.05128275,7745.51282788,5491.79487444,2201.41025211,2498.84615017,121,154
11,203,3711.92307582,7784.35898187,1609.48717393,7021.02564687,3919.87179418,6800.64103106,3694.10256293,2398.58973970,2903.84615100,3474.74358808,3232.56410041,6286.79487611,5503.33333598,7109.10257015,12,147
189,248,6345.12820958,163.07691439,3633.71794740,5844.61538802,93.58973477,5950.51282413,4567.43589813,3053.84615135,4102.94871767,6121.66667063,3441.15384442,3950.25640963,2653.46153506,5134.48718137,173,211
243,3,1010.89742902,3110.38461296,7442.30769905,5238.97436106,4869.87179620,7714.74359711,4256.92307693,6178.07692718,4171.15384602,3806.02564006,5641.92307985,5052.30769398,6987.30769808,5173.84615580,136,51
185,37,494.87178695,712.43588994,1214.10255764,6562.69231256,43.33332444,6648.84615892,376.02563283,2266.02563686,353.71794045,469.74358176,8281.41026496,3180.89743361,8364.35898305,6901.92308256,225,198
121,2,1044.61537781,7459.10257092,3777.17948621,726.28204385,7892.43590515,4931.53846300,2155.12820068,3997.05128150,1069.35896762,4910.38461678,718.46153096,1165.25640373,8158.71795699,6846.79487729,42,173
151,219,5846.66667008,1940.25640540,4585.12820583,1245.64101925,2215.12820082,3736.41025530,3020.51281795,2830.64102266,1458.07691717,7276.79487819,1534.48717372,2699.48717623,2504.48717581,4694.61538559,239,4
99,132,5195.89743792,3971.15384553,8050.12821319,6581.02564596,1027.17948037,218.58973505,2412.17948329,5331.53846384,7262.17949358,922.43589042,8385.12821389,3064.74358725,6846.53846703,6217.30769648,160,23
192,33,718.46153096,3867.17948635,5894.87179835,1210.38460893,7097.43590349,3853.58974276,7345.00000654,1104.48717282,4649.74359058,8399.35898312,8033.58975158,2727.82050963,6021.28205504,3275.25640818,83,29
215,107,5588.58974644,6004.87179856,2623.33332986,407.43588931,287.17947878,4869.48718081,5708.46154152,6160.25641429,345.38460712,6308.20513259,7718.33334070,5404.48718192,1246.28204489,364.87178668,226,79
77,239,6096.28205518,3856.66666584,3234.23076708,7847.17949483,446.15383810,4018.07692259,4417.69230804,5559.23077201,3732.94871684,6159.87179891,7331.41026295,7584.10257119,7005.76923661,3229.48717734,188,16
86,162,6833.46154395,7884.61539233,2732.82050963,2611.53845807,3323.58974165,2760.51281739,3307.82051081,1852.17948211,2707.69230443,6670.89744104,4979.87179640,8275.12821368,1158.20512168,4173.84615371,107,216
12,240,7524.35898131,7103.46154451,1696.28204587,2843.97435599,6739.35897964,5787.94872122,43.97435008,1885.76922577,7765.64103308,7298.71795518,5170.38461733,1030.64101884,6595.76923571,393.71794052,255,174
170,128,3907.82051213,939.87178786,4019.61538413,2169.23076486,8251.53847002,245.64101717,3612.17948586,5439.87179738,8096.15385429,4074.99999966,8138.20513641,1693.97435356,6807.56410799,1175.51281398,155,200
106,48,6887.94872351,7350.51282705,862.69230054,2478.84615010,245.38460691,584.23076145,3283.84615183,5781.15384942,6754.10256939,4203.07692301,5671.92307991,4061.28205087,8145.00000827,5676.53846453,28,162
246,51,7768.58975103,4753.33333438,1157.94871142,711.15383865,2258.33332910,4820.00000119,3467.30769064,6089.23077313,1901.41025141,2312.69230360,4938.46153992,132.43588875,7026.15385206,3340.76922883,200,121
190,146,2468.84615010,5897.82051630,1095.38460872,3098.20512578,1490.51281468,4722.56410354,1413.71794275,2140.25640581,3466.02563936,94.23076041,609.48717178,3765.76922973,7258.84616024,7910.38462317,135,233
203,252,4202.17948711,618.20512050,5616.53846446,2047.05127740,1591.66666104,3660.38461414,3077.43589494,6984.48718526,836.41024919,4495.25641075,8156.28205955,4664.23077014,5723.07692621,1127.43589084,177,30
131,40,6437.82051748,5405.51282295,814.61537732,1482.17948135,8399.61539337,6987.94872372,5138.33333521,4519.87179543,5805.25641353,2743.71794553,3798.20512724,4151.92307672,581.28204350,1688.97435356,23,62
142,159,237.69229922,1624.23076368,1420.76922480,7826.92308450,4728.46153951,3694.48717831,5563.84615663,4711.28205226,1615.89743034,4748.58974464,3818.84615295,4498.58974415,6212.94872212,6520.12820993,155,158
241,255,1363.58973748,3639.48717817,727.05127462,2648.71794532,5145.64102752,195.51281190,5076.79487354,3851.66666584,2981.41025370,2086.92307234,5621.02564395,2497.30768863,7901.92308464,1035.38460858,229,231
102,199,5685.64102870,3356.53845967,6030.12820888,2766.79486867,5768.84615705,7294.87180134,1881.79486680,3547.05128060,1145.51281392,390.12819693,1885.76922577,2716.02563776,7406.92308360,1870.76922577,252,158
204,133,3455.51281885,8278.97436753,1944.10255924,703.33332583,6787.94872330,4228.84615378,3811.66666577,5673.58974658,1702.05127664,179.74358113,6817.30769773,1911.79486687,661.15383858,3288.58974158,51,246
