SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
73,74,6901.41026204,7049.48718540,6404.74359433,3037.82051025,3364.35897249,3652.17948593,2006.53845682,321.41024808,6288.46154277,3772.82051178,1630.25640470,6205.89744007,343.58973532,763.33332597,153,87
73,157,7969.61539247,3047.05127948,1816.02563589,2434.35897054,8007.05128998,6940.51282621,711.66665917,5770.64102884,8133.84616205,2209.74358544,8145.38462366,4569.87179557,2.56409360,4769.48718060,154,101
127,12,5066.41025815,3321.28204934,1069.99999326,2784.35897124,5034.35897603,725.64101821,1698.71794330,6325.38461977,979.74358280,5885.25641373,1623.97435342,3726.28205017,5483.20513085,5886.66667014,191,57
183,51,4753.07692412,1261.28204496,3221.66666452,4612.94871872,435.64101758,1533.33332757,2988.84615121,7222.82051915,833.84614662,323.20511987,7247.17949351,16.79486283,5249.61538670,5215.76923279,204,180
166,90,6230.00000417,1458.07691717,7739.35898173,5753.46154166,7205.00000626,6611.15385116,4136.53846133,3594.23076784,7204.61539087,6871.53846710,2586.79486825,7347.82051936,5706.92307998,7853.07693072,56,55
25,206,3743.84615281,3012.94871531,4133.97435870,3817.69230679,5707.30769537,6996.02564687,5725.12820826,7646.15385331,7191.02564728,3253.84615177,1265.38460907,5769.10256730,60.25640137,3416.53845981,113,123
203,87,1746.02563575,4491.02564152,6946.66667237,6756.41026170,1141.28204468,5994.87179856,8087.30770044,3695.64102446,4315.64102578,8226.79488021,3073.46153596,2662.82050949,704.23076173,5414.61538705,181,186
42,27,2687.43589410,6565.76923571,452.30768425,3118.97435662,4986.15384769,8381.66667543,657.94871038,5382.69231013,5647.43590043,821.53845432,2184.61538024,6107.05128602,7799.35898187,2763.84615072,145,123
77,215,316.15383782,4735.00000105,3163.33333104,5332.94872025,2217.30768800,6262.82051706,534.10255625,1000.25640338,6958.97436475,1857.82050775,6954.61539032,2052.17948253,1778.20512300,5051.92307859,146,55
7,157,2861.15384324,5772.69231089,2667.56409923,5254.87179703,1859.10255903,7565.76923779,1893.97435398,7155.25641644,2754.87179168,1098.58973692,5576.02564381,315.64101731,4956.15384769,6526.53846634,252,9
223,246,4330.89743604,7619.10257126,5754.35897756,1863.84614878,4780.25641137,6789.23077459,283.58973519,7810.64103315,3744.10256306,2280.51281635,58.07691419,4437.43589786,5010.12820673,7618.71795588,170,29
66,80,2318.46153437,758.84614648,4435.51282093,7340.51282705,1758.46153318,5145.25641214,6431.28205587,704.35896686,5876.28205476,3102.30768988,1753.97435370,2023.97435425,4780.89743701,5123.71795060,77,234
10,187,5693.07692614,1871.53845654,4601.41025718,7406.53846821,6402.30769690,6732.05128734,1652.82050733,7888.84616156,7587.56410966,3306.41025440,6850.64103113,3375.76922890,6947.43590314,3479.35897276,241,71
195,255,7010.64103148,2311.53845744,4381.92307720,8167.82052109,5805.00000327,3415.51281878,8269.48718797,7656.02564826,6781.92308228,5736.02564416,2923.84615107,492.82050490,2703.71794546,3503.33333174,27,97
52,46,4227.05128199,1172.30768578,4479.23076972,7169.61539080,2483.58973984,2328.33332924,5005.64102724,2921.92307415,544.10255625,3458.07692141,3336.15384421,7781.66667418,3229.48717734,6029.87179863,133,46
204,213,2885.64102273,6761.92308228,2359.87179085,121.28204253,6934.87180057,6922.05128768,2654.10256070,6175.25641436,3515.64102412,6819.74359517,4342.30769252,5108.07692489,6266.41026065,2313.07691898,150,77
79,16,2167.94871357,6540.00000487,703.07691558,3877.30769155,6511.15385095,1361.41025030,3009.87179224,739.23076180,7818.71795630,8356.79488048,1659.10255862,5291.15384838,181.15383754,3150.25640790,26,235
168,250,6779.10256946,4136.66666646,2164.35896992,6025.76923453,3268.07692100,281.28204288,7126.79487791,6531.79487666,112.05127330,5461.28205386,3859.61538379,1031.66665986,6791.92308228,6062.43590126,174,215
45,244,3934.10256341,6870.89744146,7421.66667341,6096.79487569,5678.33333639,8006.53846946,383.20512001,4709.35897534,1240.25640387,5810.64102898,7055.76923668,7199.35898062,7761.02564846,14.99999104,128,129
215,191,4732.82051387,1789.74358454,7000.25641610,6835.25641575,1813.20512307,2145.51281607,5940.64102926,356.41024815,7652.05128928,6996.66667251,540.51281266,6506.15385095,1432.82050685,7606.15385325,212,23
216,188,6331.28205566,2510.76922709,1737.05127670,2575.76922723,612.69229998,1022.05127525,1512.56409680,8195.76923911,2779.74358662,3406.79486999,1359.74358363,7922.56411035,5502.30769495,6040.38461921,127,104
112,14,3586.41025502,3620.12820381,7737.56410993,7738.07693045,4978.58974512,8353.71795741,3551.02563957,526.02563318,8256.66667515,1867.82050775,3099.35897193,2782.69230457,1858.46153339,5377.56410493,230,97
126,233,4700.00000098,1227.17948079,4535.25641089,5356.66666903,4520.89743646,6268.46154270,8288.20513676,5505.76923341,6494.35897909,7073.84615983,4487.94871844,7255.64103204,5331.53846384,3294.23076722,117,205
145,130,3378.07692120,516.28204336,6462.30769697,1856.79486673,8204.61539296,5874.74359315,1595.89743027,2428.07691919,2240.89743166,2079.48717490,8246.79488028,2807.94871490,4792.94871913,2836.53845855,226,53
216,9,6734.48718477,687.30768474,4436.79487222,1827.05127691,2655.89743250,6722.56410778,8138.58975179,6359.23077368,2064.87179022,4580.12820583,7449.10257085,6628.46154347,3399.10256230,7161.79487798,12,31
146,232,486.15383817,4245.64102564,1136.41024981,390.76922257,910.51281343,7953.07693093,3809.99999910,3199.74358752,7958.07693093,1419.61537864,2502.94871427,5216.41025843,830.89742867,1315.51281433,150,133
7,241,1312.05127580,3195.89743368,5300.00000223,2047.56409791,5271.66666882,7447.30769905,7755.38462282,4458.58974401,2401.92307304,7552.17949420,559.74358196,3112.43589501,53.71793983,5635.25641318,43,132
33,157,2306.02563693,849.35896714,5481.79487444,4687.56410347,106.15383740,6644.74359482,6924.61539025,2562.94871441,3088.46153603,7807.43590494,5250.00000209,44.48717060,3619.87179356,263.07691467,174,142
59,108,6999.35898020,8176.53846988,1664.74358426,7880.89744361,8400.51282927,5122.05128393,5402.43589987,3568.58974213,1244.61537823,2741.41025322,503.71794080,5128.07692496,2917.05127921,6921.66667230,38,144
54,240,6617.82051783,4239.10256411,6556.92308179,2658.71794539,5452.30769488,6962.82051859,1865.25640519,6781.41026176,5403.33333577,2600.51281704,2332.43589341,8000.00000793,7921.92308471,8027.30770030,209,20
213,228,5649.74359274,1328.71794254,3341.02563908,5819.61538795,4980.00000153,2248.20512397,7937.17949497,2157.17948274,7967.82052068,7259.35898076,5786.79487506,4059.74358933,7094.87180092,1618.84614829,78,171
209,146,5261.66666882,4518.46153902,5618.71795164,4772.05128317,7953.46154632,852.56409534,6699.61538983,3447.82051116,7796.79487930,7281.92308332,2774.61538149,4847.56410382,4918.58974498,744.23076180,76,233
193,255,7284.74359614,955.51281357,8314.74359836,1438.84614787,5548.33333612,3339.48717755,766.28204392,5043.20512988,7472.43590425,5677.30769530,1940.25640540,1758.07691780,7260.51282691,433.46153040,200,2
145,2,2507.43589376,7587.05128914,7113.71795477,4540.51282114,4831.02564228,3336.02563908,3918.84615316,7722.43590481,1948.07691822,3235.89743375,7482.05128886,7801.28205879,7363.33333994,3124.35897200,21,104
224,60,4103.58974332,5255.00000216,1511.28204552,2430.38461157,7156.79487798,44.74358085,619.74358203,7508.46154534,5781.66666994,1299.87178862,6518.58974839,6867.43590300,6969.61539039,7009.10256994,249,57
126,58,1850.38461032,389.74358155,1772.82050761,452.82050476,5546.41025912,2019.61537989,3234.87179272,1793.84614864,505.12819721,3436.79487006,2916.41025357,3773.20512717,540.76922292,138.58973491,73,52
191,99,5500.89743854,5339.87179717,929.23076222,6961.53846731,6559.23077410,5573.46154124,2919.23076639,5360.25641262,2463.20512446,2837.69230471,3118.46153610,7608.07693017,3731.28205017,214.61537607,16,109
150,112,5.12819617,8245.38462387,2539.61538101,3917.94871726,8287.56411111,2946.02563825,3747.56410153,1499.99999417,5401.92307936,49.35896547,676.53845397,2981.15384345,9.10255514,6936.15385186,240,56
125,118,7261.53846794,4707.43589841,2823.97435599,8270.38462387,4282.69230777,7677.82052005,523.33332542,3700.38461421,4781.41025753,7531.15385311,6726.53846675,1476.92307109,8176.41026475,7325.12821166,156,27
91,106,6930.89744160,7892.17949490,1391.66666063,2605.76922730,5477.17948975,7245.51282684,7249.87180120,7921.28205907,7219.87180113,1563.58973790,7553.71795574,2961.53845883,3586.41025502,1701.41025099,147,150
152,150,5694.87179793,6995.25641610,4996.66666827,4119.48717921,1448.58973769,1316.79486561,4656.41025725,6860.89744146,7414.74359642,7867.56411021,6374.74359426,3757.82051178,7883.20513592,1924.35896943,162,219
216,86,4882.69230902,8383.46154722,4695.64102662,4826.15384741,1298.84614760,1544.61537892,4220.12820506,3421.79487006,3079.48717699,2933.20512543,3533.71794719,5120.00000188,3801.53846057,1763.07691780,175,16
117,97,8108.58975179,2367.17948322,7176.28205747,5054.10256577,7365.89744250,7995.64103357,243.58973512,6282.82051713,4901.79487319,5386.02564346,6943.84615955,5308.71795095,1332.17948100,2836.15384317,25,239
45,97,838.20512098,929.74358273,1873.58973859,4918.97436037,3299.10256209,4285.64102571,6685.64103079,5449.87179745,7137.17949330,2346.02563700,4958.97436051,3556.41025495,7512.94872483,90.12819631,201,122
185,35,3208.33333111,4657.17948802,8272.82052137,1389.48717345,2527.30768870,316.66665833,7852.05128970,5493.07692572,4358.07692329,951.41024940,7191.79487805,169.61537600,3431.02563929,2953.20512543,255,195
26,103,7188.46154472,668.07691551,2959.23076652,1548.84614815,6982.82051859,1145.12819853,3394.35897256,1735.25640491,4765.00000112,4526.02564159,5619.74359267,6886.92308249,5832.69231103,6854.74359524,120,226
228,206,6685.76923592,7471.41026322,455.38460733,6306.79487618,4834.48718074,2757.69230457,3886.53846078,6580.12821007,6726.66667188,2550.25640665,7307.56410903,3895.64102488,2611.15384268,3622.56410125,174,153
43,201,7617.82051998,2683.07691975,6865.64103120,4243.46153847,998.58973671,6225.51282469,5754.23077243,4125.51282024,2570.12820159,1895.25640526,3657.43589619,3850.38461455,3657.05128080,3770.25640922,153,30
89,184,5890.64102912,284.23076083,4412.05128240,628.07691544,4095.76923043,849.87178765,430.25640220,2286.02563686,6697.30769752,1430.89742993,3866.53846071,4210.12820506,5734.74359287,6099.87179877,250,73
8,82,5675.76923376,6114.61538858,5995.38461907,6956.66667237,3298.71794671,4929.87179633,2396.15384227,3724.61538351,6891.02564659,2389.74358579,6924.87180050,3281.41025433,1290.38460913,6479.48718422,57,247
147,126,8317.56411118,1154.48717296,233.07691460,2307.05127796,5265.00000216,2455.64102182,1817.56409743,3003.58974095,2544.87179126,6352.94872240,6260.51282476,7877.82052054,7696.66667397,7372.82051943,60,76
154,116,6045.38461921,158.97435029,150.76922209,6266.79487604,4490.64102613,5021.53846321,1778.46153325,1889.99999500,5498.46154111,327.94870961,2169.74358537,750.12819770,8277.05129060,4666.53846245,203,112
