SampleNumber,number of,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Zeros,Zeros_brdo
234,162,5922.56410611,90.25640144,1786.92307172,1575.25640456,504.74358183,1836.02563589,7346.41026295,1021.79486499,2182.43589306,5975.38461907,7353.33333994,2612.05127858,1290.51281426,2849.35897137,163,21
203,41,8111.53846974,4848.84615510,4471.53846203,4537.56410319,3144.10256174,2601.66666320,1054.87178814,3365.76922890,8221.53846995,4206.15384609,688.46153089,5106.41025822,105.76922202,4298.71794879,164,32
49,23,1205.12819867,1676.79486638,7058.58974957,3303.20512619,4114.48717921,2750.25640706,6639.74359482,4497.82051338,6424.10256869,5089.87179668,3808.84615295,4993.71795032,1733.07691773,1581.41025079,74,200
149,110,3152.69230540,3018.71794608,2327.69230360,3521.66666514,3030.38461282,6463.20513286,5773.58974679,3559.10256265,4901.92307832,304.99999167,7156.15385234,954.35896741,4156.66666646,3232.17948503,236,35
170,250,4152.82051262,2392.94871399,1689.10255869,6250.00000424,2368.84614989,6986.28205705,1151.41024988,7718.07693045,8138.20513641,1750.38461011,5594.74359260,7439.74359649,8156.66667494,6901.28205691,208,170
186,4,401.02563290,5080.76923251,4164.23076903,6568.46154340,2335.25640623,4593.84615454,4712.56410354,2234.10255987,7125.00000612,6397.43590196,5823.46154180,4735.76923182,5954.35897798,6899.87180050,138,14
170,243,6194.87179898,4367.69230797,5302.94872018,309.99999167,4042.17948677,5969.87179849,1929.23076430,2046.53845689,3483.46153687,4614.35897513,1049.35896755,7098.07692913,8098.97436711,1456.15384025,51,250
60,82,5851.53846495,7089.10257008,4260.38461539,4604.74359051,7095.51282656,5704.35897742,5506.28205393,1968.33332847,4811.02564221,1194.61537816,1346.92307081,3276.41025433,4170.64102551,4928.71795018,28,73
207,240,6783.97436433,8364.10257279,2282.05127789,3839.61538372,7931.53846932,35.76922188,78.20511938,6060.51282434,8102.94872608,6423.71795331,4661.92307783,1006.79486492,7564.74359677,8350.76923946,2,0
67,107,7826.02564860,6132.17949114,2446.02563721,1891.41025141,7424.61539136,4558.71794935,7274.35898076,2510.25640658,1138.46153186,2507.05127837,1311.41025016,8166.41026468,6151.15385019,3763.84615281,174,112
46,105,8257.82052130,411.28204316,6168.58974762,3279.23076715,7737.43590481,4022.82051234,6537.82051769,7098.58974964,5098.07692489,3783.71794775,1424.74358377,7474.87180169,8237.43590585,2046.79486714,174,194
251,206,3217.30769016,5889.35897784,908.97435189,903.07691599,5568.46154124,8248.33334181,7507.17949406,103.33332458,7753.07693052,7950.89744375,7229.48718581,5032.05128372,4657.56410340,1425.25640428,211,0
79,173,7007.69231353,2363.84614989,8191.92308527,4271.28205136,3226.41025426,1396.66666063,7449.48718623,7677.69231492,5701.92307998,7012.17949302,702.17947968,7995.64103357,53.46152957,477.17947919,171,251
241,40,4204.87179481,5051.53846321,7578.20513523,821.28204406,2912.56409972,3456.41025475,3028.58974102,3791.79487083,5011.15384776,4303.71794886,5152.05128393,1735.89743055,7871.15385380,4070.51282017,18,199
65,159,3576.53846008,3961.41025579,7600.38462248,7341.53846807,6824.23077465,6346.41026086,4922.43589883,8187.56411091,3501.41025482,3549.87179342,6790.12821048,4884.23077055,4923.46153992,6146.66667070,70,46
64,145,5855.25641367,4251.41025641,6560.51282538,1554.99999431,5398.58974603,906.02563394,3435.25640852,7978.97436690,6888.97436454,6826.15385158,3315.76922883,5911.79487534,3353.71794685,3734.74358864,232,75
83,218,37.30768342,4561.02564165,8143.84616212,5766.28205448,4075.12820478,4808.20512939,6420.00000459,6942.17949288,7738.58975096,1253.07691676,60.64101675,8046.15385422,2227.43589313,6178.97436308,102,108
179,180,8117.94872615,5572.43590022,3349.61538274,6053.58974742,1763.20512293,5211.28205330,4290.12820520,6355.51282496,3365.64102377,3336.66666472,6463.46154312,326.53845320,1227.30768592,3275.51281843,133,39
138,9,5478.20513078,8314.74359836,7112.82051887,594.87178716,2775.64102252,6379.10256862,7779.23077674,3840.12820430,4159.23076903,4696.53846252,5829.61538795,7280.38462178,5315.76923300,8303.84616247,36,44
230,74,1802.17948197,5694.61538768,6048.07692690,4142.05128185,1525.76922501,1159.87178834,7054.35898027,4430.00000035,3903.33333257,5777.17949045,864.48717233,7347.17949372,1279.48717317,4218.97435891,255,179
222,85,3425.51281878,3403.20512640,3871.28205045,1407.05127601,3435.12820339,1660.76922528,4274.87179495,5002.05128365,5094.61538643,3941.53846092,27.05127309,5398.07692551,5745.38461858,2569.87179133,225,54
145,23,1374.74358363,2789.87179182,458.97435092,1481.02563519,671.15383858,6611.41026142,3673.71794747,4924.74359121,8391.92308568,5894.23077271,6842.94872344,2115.51281600,3699.74358857,6636.92308200,164,43
138,120,5244.10256619,1231.53845515,612.69229998,318.46153013,3162.17948489,2253.07691884,6891.92308249,5100.25641207,6996.92308276,743.46153103,4695.12820610,3362.69230582,5462.30769488,8311.15385477,149,237
109,118,2071.41025183,8309.48718811,4453.97435940,1601.02563540,7545.12821208,5504.10256675,6644.35897944,3110.89743347,3080.12820263,3568.58974213,2593.46153499,5763.07692628,1128.97435238,3948.07692246,84,66
169,145,5510.76923341,6746.02564631,70.38460656,2984.99999729,1220.25640387,5772.30769551,7073.84615983,6417.30769690,4705.00000098,2792.82050977,2221.79486749,2121.66666215,5481.92307957,4480.38461587,173,66
246,241,6321.15385054,674.48717192,5005.64102724,905.64101856,2219.74358544,5040.00000167,6643.71795379,203.07691453,944.87178786,3711.15384505,8272.56411111,1787.56409736,6625.89744090,7729.10257147,149,33
198,234,1231.41025002,2759.61538149,6204.10256828,7618.07693024,2318.07691898,7880.51282823,4180.76923063,310.51281218,863.71794156,1456.79486589,522.05127413,1303.84614760,7586.41026350,982.30768536,114,103
1,242,6317.56410695,3049.10256154,3900.25640950,304.87178654,8211.28205969,4065.25640984,6125.76923473,7377.82051943,7057.69231367,2198.71794434,8102.30770044,7538.07693003,4373.58974387,4657.30769315,67,45
155,13,3755.12820409,3800.89743493,1692.94871253,3443.84615211,1466.92307102,2834.23076625,3103.58974116,6326.02564541,8165.25641853,7339.23077577,4479.74359023,6728.71795400,695.38460788,1603.33332771,118,77
186,133,1761.02563575,1783.58973838,2512.05127837,5488.84615649,2442.30768849,5473.97436155,3687.69230651,6987.94872372,1101.66666000,7039.74359565,1269.23076291,5599.61538747,1627.94871239,2161.79486735,186,59
128,31,1572.43589174,4281.66666674,2530.89743229,666.15383858,6859.87180043,968.33332639,3563.20512675,5540.76923348,2630.38461198,7101.15385220,7934.61539240,114.10255535,7467.05128886,1392.17948114,183,223
139,118,4412.17948753,7906.53846926,6527.82051762,7580.38462241,5729.74359287,7073.71795470,6965.89744167,8020.64103364,7820.89744348,1399.23076319,3701.66666549,7560.89744292,1658.97435349,2277.17948301,90,60
232,38,6607.94872296,6629.48718449,3932.69230700,3328.07692114,1836.28204614,6406.28205587,1439.61537864,4225.51282045,3407.69230589,3548.58974213,7332.69231423,4181.02564089,5096.92307873,6517.94872275,110,46
187,159,7508.97436586,5922.56410611,7071.41026239,2467.30768856,6993.33333917,865.89742874,665.38460781,5822.17949052,7756.28205872,2271.79486763,5731.28205441,6127.05128602,7562.69231471,8234.87180328,171,150
25,223,1969.99999521,7485.76923765,6813.33333876,3228.20512605,7891.79487951,3835.76922987,6324.10256848,7172.05128824,5910.25641380,6376.66667119,4066.28205087,1361.41025030,1086.66666000,7741.66667404,116,159
86,10,561.92306914,2076.28204670,3795.25640929,1085.89742923,4456.79487222,7122.05128817,2394.74358579,8186.66667501,7273.71795511,678.97435140,5003.46154006,5282.82051498,1709.99999465,1431.41025044,5,189
6,228,1086.15383949,3154.48717720,5375.76923314,2573.71794518,6330.25641464,4541.02564165,3830.89743500,6993.58974943,6846.15385165,2708.07691981,7707.05128935,1332.56409638,5883.84615732,7840.64103322,121,109
105,36,4759.61538573,3120.76922841,2510.64102196,3475.64102398,6336.92308137,3269.48717741,4614.23077000,5879.23077271,6264.61538886,7012.69231353,1673.20512272,7518.84616080,6876.79487736,534.87178702,32,88
76,238,2386.53845758,6188.46154257,7330.76923730,6491.28205601,3058.20512571,302.56409423,520.51281260,8196.28205962,6896.15385179,5362.43589980,3674.10256286,5979.87179856,4829.48718074,2114.10255959,140,212
72,128,6297.69231200,5728.20513134,4472.17948767,915.12819804,418.20512008,4266.15384616,2268.84614968,5464.74359232,3507.30769071,6458.97436363,7107.17949323,4967.17948871,3031.15384359,3911.28205059,124,177
65,191,7609.10257119,1631.92307137,720.38460788,2718.58974033,4248.84615385,7777.82052026,4861.53846286,7674.35898159,8104.35898249,1760.25640498,3935.38461469,7282.82051922,5441.79487430,6387.94872247,116,63
98,157,8147.17949545,7505.64103252,6526.66667147,5730.76923390,2741.92307373,5034.10256577,5566.02564381,4491.02564152,3673.97435773,5064.74359148,3079.10256160,373.71794052,6551.15385102,1654.48717400,137,91
244,91,4377.30769259,2919.61538177,971.02563408,1648.33332785,4152.05128185,8100.25641839,4313.84615399,4188.71794858,3841.15384532,1968.20512334,6475.00000473,289.48717108,6269.35897867,6454.48718415,44,159
16,78,3768.20512717,1817.17948204,6606.92308193,5504.61538726,7189.10257036,6929.23077493,93.20511938,1633.97435342,1609.99999444,1243.07691669,6164.48718352,1595.64102002,263.97435057,4758.58974464,95,210
79,254,1494.61537878,6472.17949191,5848.07692649,6567.17949212,6547.56410743,259.87178640,5579.48718234,6099.87179877,3272.56410048,8344.10257279,4821.53846272,4694.61538559,7396.53846821,2192.69230332,76,90
23,108,1654.61537913,3517.17948565,6522.56410736,2372.56409861,2222.43589313,6426.53846613,6999.48718533,5290.89743812,6460.76923543,5020.64102724,4990.89743750,5501.66666931,7230.12821146,6252.56410681,179,6
248,207,1377.94871184,5065.38461713,4738.97436002,731.15383872,520.51281260,5910.76923432,4914.61538601,962.30768536,3441.53845981,2680.25640692,2335.89743187,4581.79487249,240.89742742,2213.97435467,224,211
105,109,1673.07691759,1939.48717463,2698.46153520,3841.41025558,5247.05128414,3984.35897381,5135.89743778,3916.92307623,2894.23076639,5625.12820805,4687.69230860,1763.71794344,2116.53845703,2566.66666313,160,226
235,114,3002.30768967,8361.15385484,4408.20512856,5399.87179731,4515.89743646,1697.17948176,4272.43589751,3738.07692197,5020.51282211,273.46153006,2569.35897082,3262.43589536,1087.56409590,244.23076076,176,103
250,54,1766.53845626,3203.58974137,4458.20512863,6565.89744083,7174.48718568,4161.66666646,6611.92308193,1566.79486610,7761.28205872,3257.69230561,7060.25641624,3347.82051095,5362.69231006,589.74358196,35,153
104,176,4886.79487312,949.10255709,1681.66666125,7508.33334022,8159.87180314,4496.15384664,8358.33334202,3274.23076715,1212.43589098,2246.92307269,8176.53846988,7174.61539080,8372.43590620,2845.64102266,36,32
30,206,2723.97435571,8263.46154694,6382.43590196,4667.94871886,1061.15383942,4607.82051359,5828.71795206,6900.38462102,7067.43590342,5935.12820868,5851.15384956,4478.58974408,2988.46153582,4954.87179633,29,172
43,168,4008.07692259,3841.53846071,1239.48717310,2281.41025224,6523.20513300,4475.76923126,2581.79486825,5947.94872157,6312.94872233,5973.46154215,1074.74358301,2019.61537989,2957.82051011,4736.15384720,53,42
177,61,5036.41025808,7354.10257071,8334.87180349,239.74358127,7614.61539178,3044.35897179,4543.97435960,6871.53846710,7756.53846898,4026.53846106,4673.58974450,4309.61538476,655.76922313,4675.89743680,80,224
93,42,3943.20512758,5149.10256598,5246.66666876,4331.02564117,1961.41025155,3620.76922945,1931.15384122,3581.41025502,2640.25640686,8018.84616184,2294.99999583,1161.41024988,7325.76923730,4912.56410396,201,231
42,156,3806.79487083,4103.58974332,2146.53845710,5876.15384963,3415.76922904,5019.35897596,4117.56410229,3530.76922924,6771.79487715,5807.05128532,4636.28205212,5538.71795143,960.51281357,3253.07692100,37,223
125,196,4385.25641054,5503.84615649,862.30768515,7676.92308415,649.23076159,3885.25640950,4590.00000070,3711.53846043,7693.84616115,1623.07691752,468.58973560,3974.23076868,5456.28205386,6401.02564562,126,123
115,56,3018.20512557,498.33332542,4576.92307762,3504.48717789,6863.20513377,64.74358085,5271.92307908,3547.05128060,7247.43590376,7645.25641742,7861.66667431,4318.33333348,8369.48718825,1660.25640477,34,128
132,22,5403.46154090,4619.48718026,514.35896644,389.87178668,5089.87179668,4120.38461511,2897.82050998,4553.20512883,5875.00000348,7844.48718713,5564.61538740,1819.87178973,5972.94872157,2647.05127865,88,171
142,227,536.15383831,1055.38460865,8042.05129012,2954.99999729,7352.69231430,1674.23076381,7014.61539046,4000.51281996,8032.17949517,7146.92308304,2449.74358593,5073.07692482,6931.79487750,7978.58975152,124,55
99,228,3368.33333146,1428.71794275,3298.97435696,7018.84615969,8258.20513669,7038.46154437,7964.61539247,8016.41026441,8065.89744396,973.07691613,72.05127323,501.15383824,6378.84615837,1835.38461025,165,172
224,165,1803.84614864,165.25640164,3614.48717817,7152.82051894,7516.53846849,6719.23077445,467.94870996,1389.74358370,811.92306963,4910.38461678,1162.82050629,2461.53845779,1449.99999410,4742.69230874,133,149
149,16,1878.71794372,8145.38462366,4200.76923063,6206.92308110,5061.41025815,3233.97435682,3904.48717873,1323.84614767,3295.64102363,5998.07692676,1224.23076284,2850.89743291,6595.25641519,133.46152978,156,135
157,199,5642.69231061,897.94871086,4766.41025753,3433.07692134,3215.38461316,6909.61539025,2240.64102141,5741.02564416,2670.12820180,6500.38462018,2326.53845744,4920.76923216,7736.15385352,5218.58974568,214,32
29,231,8276.92308547,6032.05128581,5300.38461761,205.51281197,2714.99999674,1869.74358467,7043.20513412,5350.12820749,3762.05128101,7567.56410959,7961.15385401,6889.35897992,5822.17949052,2917.17948433,40,239
