delta,theta,alpha,beta,gamma,state
4635.976392714331,98.2300139043961,12.523485632222444,7.786397441320264,2.904710022417258,1
5289.461704368352,22.323259850607794,4.917108581975454,6.33746670139752,3.457417661339131,2
1609.846223822322,11.478742500596155,3.3659154168647025,4.854937961415287,2.0105622057550834,3
874.3531199668238,7.884169576024219,3.323164036105903,5.470606828629103,2.3329480485283445,1
619.4601301044462,6.641627206594748,3.234317000059053,4.679051365232721,2.0888349036590896,2
645.9350322030314,7.140060502033333,2.9760424031306942,4.7590898946038225,2.3215459774531406,3
546.1713488119052,7.584473640396212,2.896960452905091,4.395301188774749,1.8058592628337222,1
174.32532475293465,5.528707304452845,12.120681332664928,4.713215702937858,1.6247833315380287,2
605.1694518076214,8.485211256117895,2.9416391338248356,4.2819286421466405,2.031292165512572,3
190.19197680068336,13.11941625557219,5.1367566072606134,6.477274165366853,2.3422293539672765,1
444.68839233398376,9.211793451383091,48.99244506380682,10.694699442193976,1.7480773997628205,2
105.51059796352277,11.902331359575212,6.195063361479995,7.066434560843151,2.259077117929306,3
46.82130432459277,7.675736667400036,2.533379651172612,3.7263090034911452,1.6908675208736252,1
21.351218472717374,6.0086771530342995,10.265630931115046,5.079486896964939,1.5375767761975025,2
61.84353978270006,17.629904703452556,6.707361390780174,10.334781319534025,3.8440111527859613,3
47.004100188546374,3.803887257019611,2.38860978371912,5.455904812790534,2.3826850169729563,1
127.08570671692546,4.284223548859464,4.088588280398599,7.822233595481914,4.273591788679435,2
174.07931811346538,4.574172244703354,4.410149525973529,6.792360362742387,3.0466280605539393,3
16.11424001894609,2.9932136874130637,2.758739951021685,4.460938046738411,1.7075795519987267,1
197.65889529427434,3.5505782612457453,6.6232375273226705,5.940336428929135,1.845728681167299,2
24.659271625767616,3.2697462413208314,2.833436136424718,5.112264962121607,2.3306308900839587,3
71.12555979735899,16.523872781567707,6.915520969828289,7.669620588835926,3.167668486390803,1
203.67012401390429,6.14754515070424,4.829975908292999,8.016165688713299,2.639103025254922,2
868.2764493493612,168.32793478221333,55.9781193063597,51.67760530909276,13.008674605422183,3
118.51566804986346,19.557960208863992,8.75798737912026,11.932764912556689,3.4335006719574968,1
232.57050740403696,12.96637422420535,26.2904244687134,15.589680059646682,3.212991649953285,2
59.502708162698354,7.721374594975204,4.112733768985803,4.598416186903401,1.6144330367545983,3
113.53433194814838,4.032893493364801,2.467349683459049,5.330431413931531,2.3461615717120856,1
165.18964372756201,4.279861261073735,5.0381157861998895,5.414000711767841,2.0255966282189557,2
62.38949248281052,4.43397201142906,2.629964643111438,6.01377658330903,2.507391250301702,3
46.07556421116001,6.438071565238481,3.97303010541095,6.238803232056646,2.7160615711449307,1
50.413296473300036,7.55382609507358,6.71673654248289,7.2934369063894495,1.8320186970240997,2
36.53546558953818,4.89247307542069,7.764811694950966,5.014764966881546,1.8127513396319455,3
34.3587014462262,4.866540294668863,3.4222677813073177,6.538439890581669,2.4108288996297635,1
224.30840707593168,6.288694773234323,10.938029225338719,9.197689202113382,2.007304109562277,2
150.74289282373522,5.672126672491046,8.261917076286663,8.176318538571431,1.9677116065663298,3
38.52381369240926,4.958444046943704,3.0057440711272574,6.2171906930130865,2.200945016013921,1
160.8212777678612,4.6409060776934385,6.793584732632747,7.511371650789321,1.9201168951923135,2
50.2401731328202,4.10056328432253,6.290275226389734,7.6843779935319745,2.3924272848080537,3
42.59931345961883,7.671923903770166,3.318705508142101,4.608947514230493,1.9098510306529157,1
22.89670501167608,5.400531624210326,22.056328870507027,11.243964618564414,1.8073915394980955,2
27.250003095453533,5.697138547783161,21.78126202439423,13.455509129467092,1.7395501503573254,3
59.71403221277798,8.807373836747903,3.2608521904848393,4.42132401289785,1.848193233423883,1
19.701699360214082,5.548721513854722,21.826134551109664,12.512847930905362,2.076443815302217,2
31.56350592497437,5.58954441151123,15.41761395897541,13.769236191319559,1.8103827576195783,3
45.80473167042751,7.780165035796323,3.029562664440761,4.018487303140204,1.7515961740745707,1
22.020604886552757,5.097706309347605,2.353938656015186,3.6922099371752943,1.6738723026695568,2
19.205069689091545,4.382915101856895,13.341642643466301,13.760218454187202,1.6866387242976413,3
53.92869663662913,7.74780873839664,3.954170043089508,5.926614657799166,2.1922586291328288,1
15.782347195835856,5.832746701988229,18.10111724007407,18.026407329734074,1.6504334923594841,2
31.079801342891322,7.9288476323757635,4.426866164649818,6.337076396788997,2.2358772462006757,3
95.41549805441885,9.709494192264968,4.759204779191765,5.988110953926726,1.6620499918028315,1
220.14105578703956,50.50226063281008,40.43406423940606,56.22997596563513,9.85126454734603,2
145.13635082715012,23.698125601627734,21.034253687991654,39.82810376643907,13.166539123341604,3
62.08591457147893,10.714725498744146,4.46717163262472,5.413242929595775,1.7899956195998405,1
44.22448422136664,5.935093049611572,5.775018891815688,6.786819129047361,1.5271912921383852,2
34.757718976174175,5.282555092801525,6.346269900659605,7.064379534655269,1.5476186246180046,3
